GENE	P
UQCR11	0.61822
TCF3	0.31943
ONECUT3	0.85725
ATP8B3	0.97479
REXO1	0.24497
KLF16	0.10316
ABHD17A	0.29653
SCAMP4	0.74121
ADAT3	0.83757
CSNK1G2	0.26287
BTBD2	9.5142e-5
MKNK2	0.0040396
MOB3A	0.49219
IZUMO4	0.16899
AP3D1	0.072175
DOT1L	0.81459
PLEKHJ1	0.60183
SF3A2	0.55346
AMH	0.39795
JSRP1	0.252
OAZ1	0.44174
PEAK3	0.43723
LINGO3	0.48101
LSM7	0.87309
SPPL2B	0.50267
TMPRSS9	0.047642
TIMM13	0.1815
LMNB2	0.6043
GADD45B	0.046135
GNG7	3.4951e-4
DIRAS1	4.27e-4
SLC39A3	7.637e-6
SGTA	3.0388e-4
THOP1	1.6313e-5
ZNF554	0.22862
ZNF555	0.91119000000000006
ZNF556	0.73514
ZNF57	0.99953
ZNF77	0.97636
TLE6	0.69078
TLE2	0.57301
TLE5	0.70908
GNA11	0.60096
GNA15	0.48619
S1PR4	0.79399
NCLN	0.48931
CELF5	0.42838
NFIC	0.34716
SMIM24	0.067325
DOHH	0.066078
FZR1	0.20239
MFSD12	0.33338
TEKTIP1	0.28413
HMG20B	0.85924
GIPC3	0.94701
TBXA2R	0.48891
CACTIN	0.36346
PIP5K1C	0.38045
TJP3	0.45025
APBA3	0.31363
MRPL54	0.04786
RAX2	0.063048
MATK	0.14812
ZFR2	0.54142
ATCAY	0.062483
NMRK2	0.86632
DAPK3	0.51167
EEF2	0.01976
PIAS4	0.068355
ZBTB7A	0.23216
MAP2K2	0.5539
CREB3L3	0.81401
SIRT6	0.6324
ANKRD24	0.042691
EBI3	0.93402
YJU2	0.3537
SHD	0.69238
TMIGD2	0.16421
FSD1	0.29071
STAP2	0.42645
MPND	0.014413
SH3GL1	0.01412
CHAF1A	0.035439
UBXN6	0.012036
HDGFL2	0.37205
PLIN4	0.85254
PLIN5	0.95914
LRG1	0.064438
SEMA6B	0.28595
TNFAIP8L1	0.2191
MYDGF	0.99089
DPP9	0.93624
DPP9-AS1	0.93069
FEM1A	0.39726
TICAM1	0.72283
PLIN3	0.6441
ARRDC5	0.27242
UHRF1	0.25703
KDM4B	0.23676
PTPRS	0.029786
ZNRF4	0.015861
SAFB2	0.91436
SAFB	0.68776
MICOS13	0.4724
HSD11B1L	0.44561
RPL36	0.35305
LONP1	0.41294
CATSPERD	0.70581
PRR22	0.14119
DUS3L	0.15275
NRTN	0.67903
FUT6	0.54572
FUT3	0.33933
FUT5	0.17768
NDUFA11	0.56214
VMAC	0.26782
CAPS	0.76981
RANBP3	0.69711
RFX2	0.86042
ACSBG2	0.045276
MLLT1	0.028641
ACER1	0.16007
CLPP	0.038663
ALKBH7	0.092853
PSPN	0.19849
GTF2F1	0.040049
LOC390877	0.35215
KHSRP	0.30197
SLC25A41	0.50374
SLC25A23	0.23346
CRB3	0.30175
DENND1C	0.40055
TUBB4A	0.048556
TNFSF9	0.695
CD70	0.2861
TNFSF14	0.89647
C3	0.87117
GPR108	0.9002
TRIP10	0.99671
SH2D3A	0.61554
VAV1	0.60312
ADGRE1	0.16196
ZNF557	0.35017
INSR	0.88455
ARHGEF18	0.92101
PEX11G	0.13892
TEX45	0.064644
ZNF358	0.0098001
MCOLN1	2.3051e-4
PNPLA6	0.016314
CAMSAP3	0.55768
XAB2	0.36702
PET100	0.63798
PCP2	0.50505
STXBP2	0.68343
RETN	0.062837
MCEMP1	0.44488
TRAPPC5	0.73621
FCER2	0.078285
CLEC4G	0.73068
CD209	0.22654
CLEC4M	0.62045
EVI5L	0.0040973
PRR36	0.13588
LRRC8E	0.099885
MAP2K7	0.19424
TGFBR3L	0.8708
SNAPC2	0.16383
CTXN1	0.2544
TIMM44	0.20582
ELAVL1	0.28631
CCL25	0.33323
FBN3	0.29046
CERS4	0.61034
CD320	0.23644
NDUFA7	0.18996
RPS28	0.10193
KANK3	0.05018
ANGPTL4	0.010597
RAB11B	0.089372
MARCHF2	0.2834
HNRNPM	0.58297
PRAM1	0.14858
ZNF414	0.14752
MYO1F	0.4867
ADAMTS10	0.17081
ACTL9	0.43577
OR2Z1	0.14322
ZNF558	0.36808
MBD3L1	0.43447
MUC16	0.96818
OR1M1	0.06524
OR7G2	0.70008
OR7G1	0.23798
OR7G3	0.11562
ZNF317	0.47992
OR7D2	0.89331
OR7D4	0.56954
OR7E24	0.12857
ZNF699	0.95221
ZNF559	0.84253
ZNF559-ZNF177	0.81743
ZNF177	0.81916
ZNF266	0.66016
ZNF560	0.41664
ZNF426	0.34564
ZNF121	0.41367
ZNF561	0.42283
ZNF562	0.32827
ZNF812P	0.20463
ZNF846	0.31186
LOC100505555	0.15581
FBXL12	0.19033
UBL5	0.1971
PIN1	0.0070446
OLFM2	0.0011512
COL5A3	0.021635
RDH8	0.54093
SHFL	0.44229
ANGPTL6	0.86768
PPAN	0.87789
PPAN-P2RY11	0.95224
P2RY11	0.96209
EIF3G	0.91268
DNMT1	0.38124
S1PR2	0.26804
MRPL4	0.88069
ICAM1	0.93623
ICAM5	0.96035
ZGLP1	0.14396
FDX2	0.1305
RAVER1	0.44411
ICAM3	0.18391
TYK2	0.76555
CDC37	0.52538
PDE4A	0.33834
KEAP1	0.13747
S1PR5	0.11459
ATG4D	0.0041111
KRI1	0.0063686
CDKN2D	0.050644
AP1M2	9.4224e-4
SLC44A2	3.7995e-4
ILF3	2.216e-5
QTRT1	3.1231e-4
DNM2	0.014876
TMED1	0.18436
C19orf38	0.0041046
CARM1	0.0028375
YIPF2	0.066426
TIMM29	0.10594
SMARCA4	0.0091025
LDLR	0.36455
SPC24	0.40403
KANK2	0.74483
DOCK6	0.43048
ANGPTL8	0.17053
TSPAN16	0.97427
RAB3D	0.77449
TMEM205	0.762
CCDC159	0.77213
PLPPR2	0.99037
SWSAP1	0.18643
EPOR	0.19204
RGL3	0.7524
ODAD3	0.017493
PRKCSH	0.013672
ELAVL3	0.19971
ZNF653	0.27251
ECSIT	0.062292
CNN1	0.013188
ELOF1	0.36394
ACP5	0.55589
ZNF627	0.80515
ZNF823	0.98816
ZNF441	0.223
ZNF491	0.63037
ZNF440	0.21631
ZNF439	0.66254
ZNF69	0.74851
ZNF700	0.69853
ZNF763	0.61132
ZNF433	0.20985
ZNF878	0.1129
ZNF844	0.27194
ZNF20	0.0028476
ZNF625	0.0074305
ZNF136	0.0043126
ZNF44	0.083922
ZNF563	0.025861
ZNF442	0.59925
ZNF799	0.080771
ZNF443	0.068992
ZNF709	0.19467
ZNF564	0.54632
ZNF490	0.56367
ZNF791	0.61231
MAN2B1	0.50894
WDR83	0.013325
WDR83OS	0.016272
DHPS	0.14764
FBXW9	0.49014
TNPO2	0.39405
TRIR	0.4513
GET3	0.0047552
BEST2	0.26419
HOOK2	0.12207
JUNB	0.1722
PRDX2	0.117
RNASEH2A	0.18346
RTBDN	0.78932
MAST1	0.68192
DNASE2	0.58525
KLF1	0.60743
GCDH	0.14239
SYCE2	0.030378
FARSA	0.011136
CALR	0.040402
RAD23A	0.11539
GADD45GIP1	0.16787
DAND5	7.8552e-5
NFIX	0.0054983
LYL1	0.15707
TRMT1	0.055338
NACC1	0.013842
STX10	0.05016
IER2	0.15102
CACNA1A	0.28755
YJU2B	0.70087
MRI1	0.31636
C19orf53	0.23834
ZSWIM4	0.54284
NANOS3	0.24461
BRME1	0.1915
CC2D1A	0.13629
PODNL1	0.43317
DCAF15	0.70225
RFX1	0.42856
RLN3	0.998
IL27RA	0.91097
PALM3	0.34668
MISP3	0.64273
C19orf67	0.9716
PRKACA	0.039703
ASF1B	0.039191
ADGRL1	0.098165
ADGRE5	0.38843
DDX39A	0.83734
PKN1	0.91542
PTGER1	0.96249
GIPC1	0.77121
DNAJB1	0.018636
TECR	0.035772
NDUFB7	0.022927
CLEC17A	0.031958
ADGRE3	0.097604
ZNF333	0.039247
ADGRE2	0.0067936
OR7C1	0.18039
OR7A5	0.44289
OR7A10	0.65965
OR7A17	0.94328
SLC1A6	0.17521
CCDC105	0.09655
CASP14	0.36027
OR1I1	0.96518
SYDE1	0.61396
ILVBL	0.73543
NOTCH3	0.054837
EPHX3	0.046212
BRD4	0.59306
AKAP8	0.29253
AKAP8L	0.2129
WIZ	0.21573
RASAL3	0.060805
PGLYRP2	0.58316
CYP4F22	0.04763
CYP4F8	0.61829
CYP4F3	0.51553
CYP4F12	0.13144
OR10H2	0.44899
OR10H3	0.10837
OR10H5	0.63724
OR10H1	0.18374
CYP4F2	0.51943
CYP4F11	0.10192
OR10H4	0.80482
TPM4	0.22806
RAB8A	0.089066
HSH2D	0.056396
CIB3	0.035502
FAM32A	0.25239
AP1M1	0.089774
KLF2	0.23454
EPS15L1	0.0099054
CALR3	0.0025125
C19orf44	0.01777
CHERP	0.10741
SLC35E1	0.050172
MED26	0.035619
SMIM7	0.1631
TMEM38A	0.38414
NWD1	0.2318
SIN3B	0.67532
F2RL3	0.83513
CPAMD8	0.66681
HAUS8	0.34054
MYO9B	0.15465
USE1	0.4576
OCEL1	0.16201
NR2F6	0.11863
USHBP1	0.35255
BABAM1	0.27147
ANKLE1	0.15583
ABHD8	0.34483
MRPL34	0.64183
DDA1	0.32026
ANO8	0.29694
GTPBP3	0.17873
PLVAP	0.16016
BST2	0.69154
MVB12A	0.65475
TMEM221	0.62936
NXNL1	0.98318
SLC27A1	0.30197
PGLS	0.91928
NIBAN3	0.48193
COLGALT1	0.23687
UNC13A	0.12759
MAP1S	0.020479
FCHO1	0.0042918
B3GNT3	0.13475
INSL3	0.4249
JAK3	0.5705
RPL18A	0.31405
SLC5A5	0.17336
CCDC124	0.059751
KCNN1	0.96782
ARRDC2	0.52026
IL12RB1	0.35247
MAST3	0.028943
PIK3R2	0.014741
IFI30	0.086946
MPV17L2	0.47961
RAB3A	0.33387
PDE4C	0.53147
IQCN	0.29578
JUND	0.31764
LSM4	0.19206
PGPEP1	6.8092e-4
GDF15	7.8467e-4
LRRC25	0.0065806
SSBP4	0.25523
ISYNA1	0.16644
ELL	0.15674
FKBP8	0.53697
KXD1	0.049599
UBA52	0.042858
REX1BD	0.94449
CRLF1	0.10072
TMEM59L	0.033809
KLHL26	1.0935e-5
CRTC1	0.027797
COMP	0.088662
UPF1	0.0074483
GDF1	0.0023348
CERS1	0.0023348
COPE	0.019408
DDX49	0.13709
HOMER3	0.10064
SUGP2	0.20321
ARMC6	0.46387
SLC25A42	0.14233
TMEM161A	0.29403
MEF2B	0.13529
BORCS8-MEF2B	0.16859
BORCS8	0.21566
RFXANK	0.0877
NR2C2AP	0.5911
NCAN	0.0015396
HAPLN4	6.1815e-7
TM6SF2	1.0968e-5
SUGP1	1.9648e-4
MAU2	4.5207e-4
GATAD2A	5.8263e-5
TSSK6	0.006251
NDUFA13	3.4846e-6
YJEFN3	7.3424e-6
CILP2	3.4014e-6
PBX4	8.7002e-4
LPAR2	0.01535
GMIP	5.0369e-5
ATP13A1	3.3959e-5
ZNF101	0.0027192
ZNF14	3.0204e-4
ZNF506	0.01482
ZNF253	0.0012307
ZNF93	0.0026736
ZNF682	0.0014894
ZNF90	0.05114
ZNF486	0.38126
ZNF737	0.25167
ZNF626	0.78168
ZNF85	0.3585
ZNF430	0.22667
ZNF714	0.1946
ZNF431	0.73419
ZNF708	0.63067
ZNF493	0.75235
ZNF429	0.55208
LOC400682	0.89082
ZNF100	0.20693
ZNF43	0.47059
ZNF208	0.14425
ZNF257	0.43953
ZNF676	0.5718
ZNF729	0.97482
ZNF98	0.987
ZNF492	0.50235
ZNF99	0.17466
ZNF728	0.43267
ZNF730	0.3432
ZNF91	0.85992
ZNF675	0.40517
ZNF681	0.37789
ZNF254	0.18035
ZNF726	0.12706
UQCRFS1	0.50666
VSTM2B	0.36457
POP4	0.77468
PLEKHF1	0.87803
C19orf12	0.085861
CCNE1	0.7698
URI1	0.23775
ZNF536	0.21536
TSHZ3	0.019055
THEG5	0.52452
ZNF507	0.2501
DPY19L3	0.15778
PDCD5	0.035983
ANKRD27	0.0027239
NUDT19	0.023474
RGS9BP	0.013893
TDRD12	0.68703
SLC7A9	0.71398
CEP89	0.73148
FAAP24	0.35982
RHPN2	0.91486
GPATCH1	0.31403
WDR88	0.444
LRP3	0.49716
SLC7A10	0.83774
CEBPA	0.038588
CEBPG	0.48106
PEPD	0.28775
CHST8	0.65882
KCTD15	0.9115
LSM14A	0.47745
GARRE1	0.79546
GPI	0.35113
PDCD2L	0.19347
UBA2	0.29377
WTIP	0.11814
SCGB2B2	0.094925
ZNF302	0.87151
ZNF181	0.64567
ZNF599	0.78863
ZNF30	0.304
ZNF792	0.51346
GRAMD1A	0.085964
SCN1B	0.89709
HPN	0.33674
FXYD3	0.25177
LGI4	0.49034
FXYD1	0.87283
FXYD7	0.78779
FXYD5	0.24018
FAM187B	0.52846
LSR	0.60772
USF2	0.38641
HAMP	0.43783
MAG	0.79654
CD22	0.97838
FFAR1	0.83955
FFAR3	0.88066
FFAR2	0.86979
KRTDAP	0.28958
DMKN	0.75715
SBSN	0.92998
GAPDHS	0.46633
TMEM147	0.073292
ATP4A	0.38689
HAUS5	0.7251
RBM42	0.27438
ETV2	0.64113
COX6B1	0.43335
UPK1A	0.23226
ZBTB32	0.12718
KMT2B	0.075842
IGFLR1	0.79411
U2AF1L4	0.20188999999999999
PSENEN	0.69418
LIN37	0.23804
PROSER3	0.04882
ARHGAP33	0.11103
PRODH2	0.019003
NPHS1	0.025535
KIRREL2	0.25156
APLP1	0.12806
NFKBID	0.18534
HCST	0.97603
TYROBP	0.1281
LRFN3	0.11506
SDHAF1	0.49346
SYNE4	0.14939
ALKBH6	0.42617
LOC101927572	0.21633
CLIP3	0.49347
THAP8	0.2088
WDR62	0.431
OVOL3	0.16816
POLR2I	0.17601
TBCB	0.10372
CAPNS1	0.78285
COX7A1	0.0075067
ZNF565	0.11632
ZNF146	0.095687
ZFP14	0.068141
ZFP82	0.016565
ZNF566	0.097349
ZNF260	0.16817
ZNF529	0.10403
ZNF382	0.022409
ZNF461	0.045885
ZNF567	0.050331
ZNF850	0.050963
LOC728485	0.065008
ZNF790	0.052488
ZNF345	0.025933
ZNF829	0.010734
ZNF568	0.48884
ZNF420	0.6099
ZNF585A	0.42814
ZNF585B	0.1098
ZNF383	0.11439
ZNF875	0.12317
ZNF527	0.38639
ZNF569	0.37572
ZNF570	0.19218
ZNF793	0.17994
ZNF540	0.082437
ZNF571	0.074909
ZFP30	0.041767
ZNF781	0.014691
ZNF607	0.025866
ZNF573	0.22666
WDR87	0.35939
SIPA1L3	0.0016931
DPF1	0.32636
PPP1R14A	0.033134
SPINT2	0.22625
YIF1B	0.27635
C19orf33	0.27729
KCNK6	0.056693
CATSPERG	0.035917
PSMD8	0.018128
GGN	0.012065
SPRED3	0.0092691
FAM98C	0.01549
RASGRP4	0.2453
RYR1	3.3814e-5
MAP4K1	0.021099
EIF3K	0.041668
ACTN4	0.012058
CAPN12	0.061887
LGALS4	0.11752
ECH1	0.11028
HNRNPL	0.18678
RINL	0.34979
SIRT2	0.49094
NFKBIB	0.61752
CCER2	0.30437
SARS2	0.29609
MRPS12	0.70758
FBXO17	0.10604
FBXO27	0.09607
ACP7	0.34276
PAK4	0.82088
NCCRP1	0.28551
IFNL3	0.26329
IFNL4	0.40263
IFNL2	0.68424
IFNL1	0.67653
LRFN1	0.64363
GMFG	0.032272
SAMD4B	0.14622
PAF1	0.25854
MED29	0.7899
ZFP36	0.88702
PLEKHG2	0.19605
RPS16	0.034476
SUPT5H	0.098319
TIMM50	0.04301
DLL3	0.14936
SELENOV	0.17702
EID2B	0.49549
EID2	0.94009
LGALS13	0.47657
LGALS16	0.14869
LGALS14	0.001025
CLC	0.0010125
LEUTX	0.38687
DYRK1B	0.43337
FBL	0.12915
FCGBP	0.052393
PSMC4	0.67487
ZNF546	0.49543
ZNF780B	0.90092
ZNF780A	0.80654
MAP3K10	0.29674
TTC9B	0.62967
CCNP	0.1641
AKT2	0.39112
C19orf47	0.22946
PLD3	0.090612
HIPK4	0.049305
PRX	0.22725
SERTAD1	0.038834
SERTAD3	0.017423
BLVRB	0.081535
SPTBN4	0.071189
SHKBP1	0.47356
LTBP4	0.16513
NUMBL	0.58485
COQ8B	0.71649
ITPKC	0.15908
ACTMAP	0.115
SNRPA	0.24556
MIA	0.1876
RAB4B	0.23429
EGLN2	0.28949
CYP2A6	0.10064
CYP2A7	0.58944
CYP2B6	0.45245
CYP2A13	0.32743
CYP2F1	0.6766
CYP2S1	0.76598
AXL	0.75718
HNRNPUL1	0.66291
CCDC97	0.65965
TGFB1	0.26568
TMEM91	0.18766
B9D2	0.3424
EXOSC5	0.49848
BCKDHA	0.27661
B3GNT8	0.26267
DMAC2	0.43161
ERICH4	0.80917
CEACAM21	0.86731
CEACAM4	0.60319
CEACAM7	0.13595
CEACAM5	0.6562
CEACAM6	0.27556
CEACAM3	0.46088
LYPD4	0.39912
DMRTC2	0.4527
RPS19	0.50205
CD79A	0.13127
ARHGEF1	0.37873
ERFL	0.09651
RABAC1	0.4256
ATP1A3	0.0075774
GRIK5	0.0011366
POU2F2	0.0010282
DEDD2	0.010252
ZNF526	0.016968
GSK3A	0.01019
ERF	0.0062592
CIC	0.30318
PAFAH1B3	0.16116
PRR19	0.44336
TMEM145	0.41505
MEGF8	0.25091
CNFN	0.23331
LIPE	0.37608
CXCL17	0.018581
CEACAM1	0.03245
CEACAM8	0.087578
PSG3	0.013048
PSG8	0.02251
PSG1	0.19027
PSG6	0.20924
PSG7	0.13963
PSG11	0.77329
PSG2	0.67503
PSG5	0.54885
PSG4	0.87804
PSG9	0.42733
CD177	0.66273
TEX101	0.021545
LYPD3	0.9239
PHLDB3	0.68501
ETHE1	0.61369
ZNF575	0.49696
XRCC1	0.73895
PINLYP	0.43689
IRGQ	0.3795
ZNF576	0.58251
ZNF428	0.20316
SRRM5	0.26532
CADM4	0.24603
PLAUR	0.82486
IRGC	0.36602
SMG9	0.96609
KCNN4	0.32593
LYPD5	0.082417
ZNF283	0.2354
ZNF404	0.39043
ZNF45	0.51833
ZNF221	0.68284
ZNF155	0.59803
ZNF230	0.56628
ZNF222	0.39123
ZNF223	0.37711
ZNF284	0.45158
ZNF224	0.34499
ZNF225	0.65006
ZNF234	0.92094
ZNF226	0.62951
ZNF227	0.91571
ZNF233	0.16447
ZNF235	0.18434
ZNF112	0.20538
ZNF285	0.60374
ZNF229	0.26575
ZNF180	0.4413
CEACAM20	0.31571
IGSF23	0.019553
PVR	0.0025147
CEACAM19	0.0034742
CEACAM16	0.066633
BCL3	0.26825
CBLC	0.48682
BCAM	0.4182
NECTIN2	0.62671
TOMM40	0.68373
APOE	0.36111
APOC1	0.78332
APOC4	0.031217
APOC2	0.087844
CLPTM1	0.009669
RELB	0.066415
CLASRP	0.53848
ZNF296	0.2912
GEMIN7	0.84262
PPP1R37	0.78291
NKPD1	0.99659
TRAPPC6A	0.85546
BLOC1S3	0.7495
EXOC3L2	0.62896
MARK4	0.26549
CKM	0.80861
KLC3	0.34794
ERCC2	0.099484
PPP1R13L	0.18705
POLR1G	0.56156
ERCC1	0.69773
FOSB	0.5493
RTN2	0.47757
PPM1N	0.04022
VASP	0.27988
OPA3	0.37388
GPR4	0.28856
EML2	0.82393
GIPR	0.0098864
SNRPD2	0.30561
QPCTL	0.54589
FBXO46	0.68604
MEIOSIN	0.15494
SIX5	0.73224
DMPK	0.74961
DMWD	0.39577
RSPH6A	0.90499
SYMPK	0.80271
FOXA3	0.82041
IRF2BP1	0.49085
MYPOP	0.69795
NANOS2	0.98561
NOVA2	0.18207
CCDC61	4.5959e-4
PGLYRP1	0.70363
IGFL4	0.081021
IGFL3	0.10711
IGFL2	0.08146
IGFL1	0.30224
HIF3A	0.28595
PPP5C	0.037692
CCDC8	0.020093
PNMA8A	0.091388
PPP5D1P	0.04415
PNMA8B	0.069949
CALM3	0.061113
PTGIR	0.02752
GNG8	0.1775
DACT3	0.49442
PRKD2	0.022539
STRN4	0.035685
FKRP	0.026756
SLC1A5	0.029844
AP2S1	0.64368
ARHGAP35	0.44578
NPAS1	0.020018
TMEM160	0.035643
ZC3H4	0.39165
SAE1	0.13287
BBC3	0.66285
CCDC9	0.11418
INAFM1	0.0041896
C5AR1	0.25564
C5AR2	0.41632
DHX34	0.14575
MEIS3	0.23148
SLC8A2	0.34043
KPTN	6.8532e-4
NAPA	3.8959e-4
ZNF541	0.0016181
BICRA	0.001996
EHD2	0.19167
NOP53	0.11829
SELENOW	0.25089
TPRX1	0.093587
CRX	0.077142
SULT2A1	0.6712
BSPH1	0.33601
ELSPBP1	0.15310000000000001
CABP5	0.14464
PLA2G4C	0.57043
LIG1	0.43019
ZSWIM9	0.64028
CARD8	0.86442
ZNF114	0.46017
ODAD1	0.78206
EMP3	0.85715
TMEM143	0.74317
SYNGR4	0.19093
KDELR1	0.72417
GRIN2D	0.86694
GRWD1	0.21594
KCNJ14	0.61341
CYTH2	0.43346
LMTK3	0.45623
SULT2B1	0.76046
FAM83E	0.47502
RPL18	0.094102
SPHK2	0.3728
DBP	0.067033
CA11	0.042766
NTN5	0.66459
FUT2	0.14579
MAMSTR	0.12097
RASIP1	0.058248
IZUMO1	0.11733
FUT1	0.39171
FGF21	0.88807
BCAT2	0.24156
HSD17B14	0.36609
PLEKHA4	0.44031
PPP1R15A	0.72343
TULP2	0.36397
NUCB1	0.3049
DHDH	0.9197
BAX	0.775
FTL	0.4862
GYS1	0.7858
RUVBL2	0.87142
LHB	0.87275
CGB3	0.8929
CGB2	0.3783
CGB1	0.15073
CGB8	0.335
CGB7	0.28257
NTF4	0.91075
KCNA7	0.3903
SNRNP70	0.36148
LIN7B	0.94641
C19orf73	0.40746
PPFIA3	0.076554
HRC	0.24699
TRPM4	0.59105
SLC6A16	0.496
CD37	0.65744
TEAD2	0.54154
DKKL1	0.64191
KASH5	0.31958
GFY	0.91728
SLC17A7	0.18213
PIH1D1	0.14533
ALDH16A1	0.13372
FLT3LG	0.10942
RPL13A	0.26276
RPS11	0.11871
FCGRT	0.75352
RCN3	0.74908
NOSIP	0.031808
PRRG2	0.043116
PRR12	0.014646
RRAS	0.010153
SCAF1	0.0022429
IRF3	2.4998e-4
BCL2L12	3.3011e-4
PRMT1	0.0013421
ADM5	0.19144
CPT1C	0.35254
TSKS	0.70863
AP2A1	0.070678
FUZ	0.1849
MED25	0.67294
PTOV1	0.17504
PNKP	0.10922
AKT1S1	0.034386
TBC1D17	0.016985
IL4I1	0.051097
NUP62	0.064758
ATF5	0.51426
SIGLEC11	0.13561
VRK3	0.053544
ZNF473	0.083271
LOC100287477	0.30762
IZUMO2	0.46012
MYH14	0.24749
KCNC3	4.1597e-4
NAPSA	0.074833
NR1H2	0.037947
POLD1	0.59426
SPIB	0.042094
MYBPC2	2.7737e-4
GARIN5A	0.0011455
EMC10	1.3907e-4
JOSD2	0.0027069
ASPDH	7.4375e-5
LRRC4B	9.0159e-4
SYT3	0.36776
C19orf81	0.0058971
SHANK1	0.14261
CLEC11A	0.45866
GPR32	0.74494
ACP4	0.55392
C19orf48P	0.41046
KLK1	0.54485
KLK15	0.61131
KLK3	0.27913
KLK2	0.9086
KLK4	0.3485
KLK5	0.11877
KLK6	0.43758
KLK7	0.0010388
KLK8	0.63656
KLK9	0.65875
KLK10	0.39445
KLK11	0.34971
KLK12	0.82222
KLK13	0.24474
KLK14	0.14499
CTU1	0.88033
SIGLEC9	0.8723
SIGLEC7	0.75049
CD33	0.56903
SIGLECL1	0.16138
IGLON5	0.0018417
VSIG10L	0.078781
ETFB	0.023128
CLDND2	0.1043
NKG7	0.39607
LIM2	0.21289
C19orf84	0.011487
SIGLEC10	0.33968
SIGLEC10-AS1	0.27026
SIGLEC8	0.059842
CEACAM18	0.67611
SIGLEC12	0.50256
SIGLEC6	0.25173
ZNF175	0.6131
SIGLEC5	0.52838
SIGLEC14	0.63836
HAS1	0.21989
FPR1	0.29381
FPR2	0.37227
FPR3	0.71462
ZNF577	0.015863
ZNF649	0.014792
ZNF613	0.032873
ZNF350	0.014571
ZNF615	0.045479
ZNF614	0.43165
ZNF432	0.21628
ZNF841	0.3414
ZNF616	0.80284
ZNF836	0.79072
PPP2R1A	0.37634
ZNF766	0.085305
ZNF480	0.077212
ZNF610	0.018028
ZNF880	0.13982
ZNF528	0.80305
ZNF534	0.21999
ZNF578	0.53387
ZNF808	0.69542
ZNF701	0.57858
ZNF83	0.43649
ZNF611	0.76463
ZNF600	0.43221
ZNF28	0.91443
ZNF468	0.83113
ZNF320	0.7562
ZNF888	0.93495
ZNF816-ZNF321P	0.78475
ZNF816	0.55889
ERVV-1	0.48518
ERVV-2	0.62614
ZNF160	0.76234
ZNF415	0.27753
ZNF347	0.18998
ZNF665	0.88797
ZNF677	0.45309
VN1R2	0.18034
BIRC8	0.51358
ZNF845	0.46467
ZNF765	0.22899
ZNF761	0.84566
ZNF813	0.91789
ZNF331	0.71379
DPRX	0.92158
NLRP12	0.71142
MYADM	0.22254
PRKCG	0.36099
CACNG7	0.54384
CACNG8	0.20923
CACNG6	0.005931
VSTM1	0.47819
TARM1	0.19583
OSCAR	0.84456
NDUFA3	0.61732
TFPT	0.91732
PRPF31	0.24821
CNOT3	0.012339
LENG1	0.20761
TMC4	0.010165
MBOAT7	0.49994
TSEN34	0.52307
RPS9	0.89535
LILRB3	0.85711
LILRA6	0.81284
LILRB5	0.79665
LILRB2	0.96127
LILRA3	0.16748
LILRA5	0.2386
LILRA4	0.6599
LAIR1	0.7674
TTYH1	0.79965
LENG8	0.6915
LENG9	0.27156
CDC42EP5	0.43945
LAIR2	0.75733
LILRA2	0.0017821
LILRA1	0.0020941
LILRB1	7.9523e-4
LILRB4	0.34301
KIR3DL3	0.31768
KIR2DL3	0.69806
KIR2DL1	0.036131
KIR2DL4	0.2661
KIR3DL1	0.025089
KIR2DS4	0.26571
KIR3DL2	0.59828
FCAR	0.2087
NCR1	0.26122
NLRP7	0.7693
NLRP2	0.48739
GP6	0.18202
RDH13	0.1793
EPS8L1	0.26768
PPP1R12C	0.47696
TNNT1	0.64422
TNNI3	0.037514
DNAAF3	0.014899
SYT5	0.0074083
PTPRH	0.012866
TMEM86B	0.44079
PPP6R1	0.48403
HSPBP1	0.30181
BRSK1	0.33969
TMEM150B	0.75344
KMT5C	0.010349
COX6B2	0.39149
GARIN5B	0.11763
IL11	0.042634
TMEM190	0.3386
TMEM238	0.7498
RPL28	0.36495
UBE2S	0.60641
SHISA7	0.43593
ISOC2	0.77001
ZNF628	0.41877
NAT14	0.018204
SSC5D	0.55593
SBK2	0.64146
SBK3	0.47673
ZNF579	0.65516
FIZ1	0.17719
ZNF524	0.071544
ZNF865	0.29772
ZNF784	0.35308
ZNF580	0.48603
ZNF581	0.49707
CCDC106	0.51887
U2AF2	0.36572
EPN1	0.39678
NLRP9	0.43843
RFPL4A	0.9331
RFPL4AL1	0.67542
NLRP11	0.79966
NLRP4	0.64084
NLRP13	0.38169
NLRP8	0.15015
NLRP5	0.90739
ZNF787	0.33211
ZNF444	0.39536
GALP	0.62812
ZSCAN5B	0.33006
ZSCAN5A	0.69591
EDDM13	0.86657
ZNF582	0.38512
ZNF583	0.93416
ZNF667	0.73227
ZNF471	0.0095605
ZFP28	0.11593
ZNF470	0.07229
ZNF71	0.85971
SMIM17	0.059225
ZNF835	0.027059
PEG3	0.028525
ZIM2	0.028237
USP29	0.36771
ZIM3	0.30051
DUXA	0.52036
ZNF264	0.94624
AURKC	0.94701
ZNF805	0.36998
ZNF460	0.074519
ZNF543	0.4478
ZNF304	0.087387
ZNF547	0.17598
ZNF548	0.33888
ZNF17	0.27901
ZNF749	0.17369
VN1R1	0.42978
ZNF772	0.72761
ZNF419	0.089456
ZNF773	0.11336
