GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
CBLN2	18	70203915	70211723	23	4	397133	-0.39143	0.65226
NETO1	18	70409549	70534828	487	44	389052	-1.4836	0.93104
NETO1-DT	18	70535047	70548634	42	16	394438	-2.2089	0.98641
FBXO15	18	71740588	71815100	215	12	401700	1.2805	0.10019
TIMM21	18	71815746	71826204	44	3	393929	1.2194	0.11135
CYB5A	18	71920527	71959251	118	9	398771	0.35116	0.36274
C18orf63	18	71983110	72026422	109	10	395569	-0.31253	0.62268
DIPK1C	18	72102963	72125070	77	17	396993	0.3801	0.35194
CNDP2	18	72163500	72190689	97	16	381497	0.80743	0.20971
CNDP1	18	72201692	72252261	158	38	395001	-0.98411	0.83747
ZNF407	18	72265106	72777628	915	37	397787	2.2905	0.010995
PTGR3	18	72909278	72921281	29	7	380087	-0.50464	0.69309
TSHZ1	18	72922710	73001905	255	28	390251	-0.55196	0.70951
SMIM21	18	73121827	73139589	54	7	402172	0.32479	0.37267
ZNF516	18	74069637	74207146	400	37	396262	3.2248	0.00063031
ZNF516-AS1	18	74199915	74205874	12	6	372381	1.4887	0.068283
ZNF516-DT	18	74207477	74210045	4	2	409636	-0.50007	0.69149
ZNF236	18	74535149	74682688	359	20	394896	1.9942	0.023068
MBP	18	74690789	74844774	670	98	399849	0.89128	0.18639
GALR1	18	74962008	74982098	98	19	397570	-0.70686	0.76017
SALL3	18	76740275	76759770	46	10	395937	0.21019	0.41676
ATP9B	18	76829394	77138283	882	26	397446	-0.036791	0.51467
NA	18	76904758	76906912	2	1	381926	-1.2769	0.89917
NFATC1	18	77155772	77289323	595	44	393450	-0.8535	0.80331
CTDP1	18	77439801	77514510	293	17	397951	2.2785	0.011347
KCNG2	18	77623668	77659816	130	16	404612	3.8498	5.9101e-05
SLC66A2	18	77662420	77711664	120	18	392935	2.9884	0.0014023
HSBP1L1	18	77724582	77730822	20	5	399027	1.1495	0.12517
TXNL4A	18	77732867	77748546	27	6	401338	1.2942	0.097802
RBFA	18	77794346	77810652	63	8	407083	0.56372	0.28647
ADNP2	18	77866915	77898229	109	10	400676	1.2412	0.10726
PARD6G	18	77915115	78005397	224	23	392196	0.89728	0.18479
PLPP2	19	281040	291435	39	11	369879	1.6327	0.05127
NA	19	301450	304505	7	1	412647	-0.9547	0.83014
MIER2	19	305575	344791	181	14	391295	-1.0453	0.85206
THEG	19	361750	376688	90	29	377045	-0.82172	0.79438
C2CD4C	19	405443	409170	19	7	367619	-0.19787	0.57843
SHC2	19	416583	460996	158	26	334999	-0.095944	0.53822
ODF3L2	19	463346	474983	41	8	363910	0.97802	0.16403
MADCAM1	19	496487	505343	23	8	335354	0.47732	0.31657
TPGS1	19	507497	519654	43	13	381056	0.0062912	0.49749
CDC34	19	531720	542087	60	11	391150	-0.51872	0.69802
GZMM	19	544034	549920	43	11	382348	-0.09047	0.53604
BSG	19	571277	583493	81	11	367597	1.6717	0.047289
HCN2	19	589893	617159	136	32	385227	0.61282	0.27
POLRMT	19	617223	633665	75	14	379375	1.1002	0.13563
FGF22	19	639901	643824	18	5	403969	1.8634	0.031205
RNF126	19	647526	663313	47	15	397467	1.3052	0.095909
FSTL3	19	676389	683392	12	4	405896	0.26776	0.39444
PRSS57	19	685546	695462	87	13	384241	0.59966	0.27437
PALM	19	708953	748330	198	39	356128	-0.41486	0.66088
MISP	19	750910	764318	44	16	353798	0.52255	0.30064
PTBP1	19	797392	812327	54	12	387099	-0.64061	0.73911
PLPPR3	19	812488	821952	33	7	395329	-0.43978	0.66995
AZU1	19	827831	832017	16	4	378415	-0.63856	0.73844
PRTN3	19	840985	848175	25	8	360469	0.38674	0.34947
ELANE	19	850989	856246	6	3	392996	-1.3537	0.91209
CFD	19	859665	863624	9	4	377788	-1.3422	0.91023
MED16	19	867961	893218	89	14	378685	-1.617	0.94706
R3HDM4	19	896503	913225	63	17	370638	-0.28617	0.61262
KISS1R	19	917342	921015	5	2	321444	1.9912	0.023228
ARID3A	19	925733	972816	188	27	379407	-0.48393	0.68578
WDR18	19	984328	994569	64	8	389432	1.1025	0.13512
GRIN3B	19	1000437	1009723	72	14	377709	0.68117	0.24788
TMEM259	19	1009650	1021173	89	16	382340	1.3101	0.095086
CNN2	19	1026274	1039064	77	15	389410	0.052116	0.47922
ABCA7	19	1040102	1065571	102	17	392044	0.87664	0.19034
ARHGAP45	19	1065922	1086627	78	16	398970	0.0070782	0.49718
POLR2E	19	1086578	1095391	37	13	382246	-1.4598	0.92783
GPX4	19	1103936	1106787	7	4	371668	1.4497	0.073576
SBNO2	19	1107633	1174282	227	31	382553	0.50281	0.30755
STK11	19	1205798	1228434	62	11	387478	1.5622	0.059125
CBARP	19	1228059	1237990	20	6	375850	1.7741	0.038026
ATP5F1D	19	1241749	1244824	3	2	329524	0.47995	0.31563
MIDN	19	1248552	1259142	19	5	333506	-2.7648	0.99715
CIRBP	19	1269267	1274809	6	1	396182	0.44259	0.32903
FAM174C	19	1275520	1279243	9	4	352926	-0.30961	0.62157
EFNA2	19	1286153	1301430	29	6	372317	-0.32691	0.62813
PWWP3A	19	1354976	1378430	74	12	376195	0.76241	0.22291
NDUFS7	19	1383526	1395588	37	8	387134	0.2302	0.40897
GAMT	19	1397025	1401569	9	4	401383	-0.029509	0.51177
DAZAP1	19	1407584	1435683	42	9	386497	-0.30602	0.6202
RPS15	19	1438363	1440494	1	1	410947	-1.848	0.9677
APC2	19	1446269	1473243	71	15	393447	-0.68756	0.75414
C19orf25	19	1473200	1479555	9	5	397562	-0.59926	0.7255
PCSK4	19	1481427	1490886	28	8	398632	-1.5951	0.94465
REEP6	19	1491165	1497924	27	4	383593	-1.4631	0.92828
ADAMTSL5	19	1505017	1513188	16	7	384248	-1.2122	0.88727
PLK5	19	1524073	1535455	51	9	384107	1.4133	0.078784
MEX3D	19	1554668	1568057	15	9	351473	-0.29103	0.61448
MBD3	19	1576670	1592760	26	5	393637	-1.7641	0.96114
UQCR11	19	1597154	1605483	7	3	370231	-0.30082	0.61822
TCF3	19	1609289	1652328	91	21	368250	0.46929	0.31943
ONECUT3	19	1753662	1775444	54	14	397176	-1.068	0.85725
ATP8B3	19	1782074	1812275	91	21	386713	-1.9564	0.97479
REXO1	19	1815245	1848520	73	10	357646	0.6904	0.24497
KLF16	19	1852398	1863564	27	5	359758	1.2637	0.10316
ABHD17A	19	1876975	1885518	17	3	371004	0.53441	0.29653
SCAMP4	19	1905213	1926012	78	13	392651	-0.64707	0.74121
ADAT3	19	1905371	1913446	36	6	402008	-0.9845	0.83757
CSNK1G2	19	1941148	1981337	153	17	346888	0.63451	0.26287
BTBD2	19	1985437	2015702	121	20	388219	3.7316	9.5142e-05
MKNK2	19	2037470	2051243	40	11	391045	2.6487	0.0040396
MOB3A	19	2071031	2096501	59	14	376479	0.019581	0.49219
IZUMO4	19	2096422	2099586	9	5	361083	0.95817	0.16899
AP3D1	19	2100987	2151556	194	20	392422	1.4598	0.072175
DOT1L	19	2164148	2232577	206	30	383052	-0.89495	0.81459
PLEKHJ1	19	2233149	2237703	7	3	368488	-0.25809	0.60183
SF3A2	19	2236816	2248678	39	11	377941	-0.13441	0.55346
AMH	19	2249113	2252072	8	3	409524	0.25866	0.39795
JSRP1	19	2252250	2256422	15	5	349232	0.6682	0.252
OAZ1	19	2269520	2273487	18	5	362716	0.14657	0.44174
PEAK3	19	2274631	2282181	31	8	377032	0.15799	0.43723
LINGO3	19	2289774	2308156	55	12	393783	0.047628	0.48101
LSM7	19	2321520	2328614	28	6	392733	-1.1411	0.87309
SPPL2B	19	2328629	2355100	98	15	388374	-0.0066929	0.50267
TMPRSS9	19	2381507	2426480	235	25	398366	1.6682	0.047642
TIMM13	19	2425622	2427914	11	4	366359	0.90966	0.1815
LMNB2	19	2428163	2456966	102	13	399977	-0.26449	0.6043
GADD45B	19	2476123	2478257	4	2	362930	1.6835	0.046135
NA	19	2511216	2513569	9	4	354106	-0.97616	0.83551
GNG7	19	2511218	2702746	793	93	387879	3.39	0.00034951
DIRAS1	19	2714565	2721390	15	3	340134	3.3347	0.000427
SLC39A3	19	2729925	2740074	31	8	383372	4.3247	7.637e-06
SGTA	19	2754711	2783363	70	6	387628	3.4281	0.00030388
THOP1	19	2785464	2813599	49	5	379097	4.1543	1.6313e-05
ZNF554	19	2819872	2836733	84	13	387607	0.74339	0.22862
ZNF555	19	2841433	2860472	55	9	407944	-1.3481	0.91119
ZNF556	19	2867333	2878515	44	13	386155	-0.62844	0.73514
ZNF57	19	2900896	2918641	92	11	357575	-3.3078	0.99953
NA	19	2915631	2927514	58	10	372500	-3.4384	0.99971
ZNF77	19	2933216	2944969	42	13	396417	-1.9838	0.97636
TLE6	19	2977536	2995182	64	11	392587	-0.49807	0.69078
TLE2	19	2997636	3047846	209	41	385073	-0.18405	0.57301
TLE5	19	3052908	3062964	33	10	394899	-0.55069	0.70908
GNA11	19	3094408	3121468	120	18	392410	-0.25584	0.60096
GNA15	19	3136191	3163766	179	26	397356	0.034631	0.48619
S1PR4	19	3178250	3180335	3	2	322481	-0.82034	0.79399
NCLN	19	3185875	3209573	89	8	392907	0.026804	0.48931
CELF5	19	3224701	3297074	236	28	393435	0.1805	0.42838
NFIC	19	3359561	3469215	353	44	398828	0.39301	0.34716
SMIM24	19	3474405	3480540	16	6	353365	1.496	0.067325
DOHH	19	3490819	3500938	22	5	371890	1.5057	0.066078
FZR1	19	3506261	3536755	56	7	383555	0.83313	0.20239
MFSD12	19	3538263	3557582	64	16	384778	0.43059	0.33338
TEKTIP1	19	3538674	3544121	12	4	365020	0.57061	0.28413
HMG20B	19	3572936	3579081	8	4	404736	-1.0769	0.85924
GIPC3	19	3585557	3593539	27	8	405987	-1.6165	0.94701
TBXA2R	19	3594504	3606831	47	10	385917	0.027805	0.48891
CACTIN	19	3610626	3626813	73	10	378706	0.34921	0.36346
PIP5K1C	19	3630179	3700484	177	24	394805	0.30431	0.38045
TJP3	19	3708335	3750811	160	30	397498	0.12503	0.45025
APBA3	19	3750771	3761673	41	9	391326	0.4856	0.31363
MRPL54	19	3762665	3767563	14	4	393233	1.666	0.04786
RAX2	19	3769087	3772219	9	2	410024	1.5297	0.063048
MATK	19	3777967	3801810	58	16	394892	1.0445	0.14812
ZFR2	19	3804022	3869027	208	26	396528	-0.10402	0.54142
ATCAY	19	3880618	3928080	131	34	372300	1.5343	0.062483
NMRK2	19	3933101	3942414	30	12	380640	-1.1092	0.86632
DAPK3	19	3958451	3971097	24	4	390596	-0.029245	0.51167
EEF2	19	3976054	3985477	29	9	377370	2.0587	0.01976
PIAS4	19	4007749	4038067	103	11	393025	1.4882	0.068355
ZBTB7A	19	4045216	4066816	36	7	396601	0.73174	0.23216
MAP2K2	19	4090319	4124126	82	15	381807	-0.13553	0.5539
CREB3L3	19	4153598	4173051	53	11	394221	-0.89276	0.81401
SIRT6	19	4174106	4182596	18	6	361202	-0.33821	0.6324
ANKRD24	19	4182665	4224811	140	22	394992	1.7203	0.042691
EBI3	19	4229540	4237525	35	4	411469	-1.5064	0.93402
YJU2	19	4247111	4269085	72	4	402696	0.37535	0.3537
SHD	19	4278598	4290720	30	6	363004	-0.50261	0.69238
TMIGD2	19	4292224	4302428	38	10	384667	0.97731	0.16421
FSD1	19	4304591	4323843	56	12	393880	0.55132	0.29071
STAP2	19	4324040	4342783	64	10	402366	0.18541	0.42645
MPND	19	4343524	4360083	52	12	396844	2.1859	0.014413
SH3GL1	19	4360364	4400565	94	18	366062	2.1939	0.01412
CHAF1A	19	4402660	4443394	104	13	369081	1.8063	0.035439
UBXN6	19	4445003	4457791	39	8	383796	2.256	0.012036
HDGFL2	19	4472255	4502223	107	12	392986	0.32642	0.37205
PLIN4	19	4502192	4518529	49	12	365180	-1.0474	0.85254
PLIN5	19	4522543	4535208	40	8	391776	-1.7408	0.95914
LRG1	19	4537227	4540036	5	2	408680	1.5186	0.064438
SEMA6B	19	4542600	4559771	56	17	403474	0.56525	0.28595
TNFAIP8L1	19	4639527	4655580	53	13	369405	0.77524	0.2191
MYDGF	19	4657557	4670415	51	6	392015	-2.3611	0.99089
DPP9	19	4675239	4723855	90	18	400807	-1.524	0.93624
DPP9-AS1	19	4679294	4685960	10	3	367015	-1.4809	0.93069
FEM1A	19	4791728	4795571	3	1	411573	0.26046	0.39726
TICAM1	19	4815936	4831754	46	10	387811	-0.59128	0.72283
PLIN3	19	4838346	4867780	125	22	382609	-0.36945	0.6441
ARRDC5	19	4890449	4902879	47	10	394335	0.60552	0.27242
UHRF1	19	4909510	4962165	146	26	391007	0.65253	0.25703
KDM4B	19	4969123	5153609	546	33	389612	0.71678	0.23676
PTPRS	19	5205514	5340814	466	70	393986	1.8839	0.029786
ZNRF4	19	5455426	5456867	11	3	410635	2.1479	0.015861
SAFB2	19	5587007	5622991	80	15	370277	-1.3681	0.91436
SAFB	19	5623046	5668489	75	11	395645	-0.4895	0.68776
MICOS13	19	5678425	5680911	3	1	309600	0.069251	0.4724
HSD11B1L	19	5680776	5688534	7	4	375189	0.13676	0.44561
RPL36	19	5690272	5691678	2	1	409707	0.3771	0.35305
LONP1	19	5691845	5720463	82	14	385254	0.22	0.41294
CATSPERD	19	5720688	5778742	144	33	395478	-0.54118	0.70581
PRR22	19	5782971	5784776	5	2	411438	1.075	0.14119
DUS3L	19	5785151	5791249	24	5	391286	1.0247	0.15275
NRTN	19	5823818	5828335	10	5	408842	-0.46499	0.67903
FUT6	19	5830637	5839764	32	7	411140	-0.11485	0.54572
FUT3	19	5842899	5851485	24	5	401950	0.4143	0.33933
FUT5	19	5865837	5870551	13	6	364667	0.92426	0.17768
NDUFA11	19	5891287	5904024	46	10	387705	-0.15641	0.56214
VMAC	19	5904852	5910263	23	5	408895	0.61941	0.26782
CAPS	19	5913659	5916222	6	3	403429	-0.73821	0.76981
RANBP3	19	5916150	5978320	92	18	377779	-0.51612	0.69711
RFX2	19	5993175	6110664	209	30	329843	-1.0822	0.86042
ACSBG2	19	6135654	6193113	193	12	362190	1.6925	0.045276
MLLT1	19	6210392	6279959	197	17	392829	1.9011	0.028641
ACER1	19	6306510	6333640	110	16	389817	0.99419	0.16007
CLPP	19	6361463	6368915	37	7	355277	1.7664	0.038663
ALKBH7	19	6372444	6375261	9	3	341624	1.3234	0.092853
PSPN	19	6375305	6375860	2	1	411437	0.84704	0.19849
GTF2F1	19	6379580	6393291	46	7	377309	1.7501	0.040049
LOC390877	19	6396362	6412415	58	13	401512	0.37951	0.35215
KHSRP	19	6413115	6424822	40	5	384463	0.51876	0.30197
SLC25A41	19	6426048	6433790	21	5	380443	-0.0093627	0.50374
SLC25A23	19	6436092	6460232	96	14	385968	0.72748	0.23346
CRB3	19	6463788	6467232	10	4	381576	0.51939	0.30175
DENND1C	19	6467218	6481798	44	9	385934	0.25193	0.40055
TUBB4A	19	6494330	6502595	18	8	403097	1.659	0.048556
TNFSF9	19	6531010	6535939	10	5	395652	-0.51007	0.695
CD70	19	6582969	6591163	36	7	403285	0.56482	0.2861
TNFSF14	19	6661264	6670599	30	11	396155	-1.2617	0.89647
C3	19	6677846	6720662	172	24	402112	-1.1319	0.87117
GPR108	19	6729925	6737633	30	9	372459	-1.2827	0.9002
TRIP10	19	6739693	6751529	29	10	384125	-2.7174	0.99671
SH2D3A	19	6752171	6767531	41	5	403403	-0.29378	0.61554
VAV1	19	6772679	6857377	303	48	387791	-0.26144	0.60312
ADGRE1	19	6887560	6940464	275	19	401032	0.98642	0.16196
ZNF557	19	7069471	7087979	62	12	388662	0.38486	0.35017
INSR	19	7112266	7294011	707	76	398876	-1.198	0.88455
ARHGEF18	19	7420481	7537371	489	24	402682	-1.4119	0.92101
PEX11G	19	7541756	7555884	51	7	381620	1.0852	0.13892
TEX45	19	7562445	7573336	33	5	387976	1.5169	0.064644
ZNF358	19	7580169	7585911	11	5	405849	2.3339	0.0098001
MCOLN1	19	7587496	7598895	18	7	394497	3.5024	0.00023051
PNPLA6	19	7599033	7626653	129	18	391441	2.1366	0.016314
CAMSAP3	19	7660774	7683196	46	7	398628	-0.1451	0.55768
XAB2	19	7684411	7694439	29	4	370778	0.33977	0.36702
PET100	19	7694671	7696510	4	1	413466	-0.35307	0.63798
PCP2	19	7696501	7701282	23	2	397712	-0.012665	0.50505
STXBP2	19	7701987	7712760	25	5	365417	-0.47732	0.68343
RETN	19	7733972	7735340	7	3	375268	1.5314	0.062837
MCEMP1	19	7741943	7744719	10	6	391937	0.1386	0.44488
TRAPPC5	19	7745707	7747748	5	2	411573	-0.63171	0.73621
FCER2	19	7753643	7767036	103	10	404794	1.4167	0.078285
CLEC4G	19	7793843	7797057	8	3	407976	-0.61488	0.73068
CD209	19	7804879	7812499	26	6	403260	0.75028	0.22654
CLEC4M	19	7828035	7834491	30	6	404859	-0.30666	0.62045
EVI5L	19	7895161	7929862	97	15	384436	2.6439	0.0040973
PRR36	19	7933605	7939326	11	4	374154	1.099	0.13588
LRRC8E	19	7953390	7966908	39	7	404076	1.2822	0.099885
MAP2K7	19	7968665	7979363	34	11	397862	0.86238	0.19424
TGFBR3L	19	7981032	7983980	1	1	411573	-1.1302	0.8708
SNAPC2	19	7985194	7988136	4	2	411573	0.97883	0.16383
CTXN1	19	7989381	7991051	1	1	216999	0.66071	0.2544
TIMM44	19	7991603	8008708	65	7	391397	0.82101	0.20582
ELAVL1	19	8023457	8070529	104	14	383296	0.5642	0.28631
CCL25	19	8117224	8127547	36	10	390186	0.43101	0.33323
FBN3	19	8130286	8214730	389	44	395131	0.55204	0.29046
CERS4	19	8274217	8327305	208	39	386091	-0.28021	0.61034
CD320	19	8367011	8373439	36	4	405350	0.71779	0.23644
NDUFA7	19	8373492	8386452	40	6	401801	0.87804	0.18996
RPS28	19	8386384	8387280	4	2	411396	1.2706	0.10193
KANK3	19	8387468	8408146	108	11	406677	1.6431	0.05018
ANGPTL4	19	8429011	8439257	18	6	399093	2.3045	0.010597
RAB11B	19	8455205	8469318	53	10	405256	1.3446	0.089372
MARCHF2	19	8478187	8503901	76	18	390556	0.57276	0.2834
HNRNPM	19	8509460	8554002	129	15	401291	-0.2095	0.58297
PRAM1	19	8554940	8567538	26	7	367583	1.0425	0.14858
ZNF414	19	8575462	8579048	15	2	400494	1.0471	0.14752
MYO1F	19	8585674	8642331	147	31	383361	0.033333	0.4867
ADAMTS10	19	8645124	8675588	64	21	394395	0.95096	0.17081
ACTL9	19	8807751	8809172	4	2	363876	0.1617	0.43577
OR2Z1	19	8841391	8842335	2	1	409594	1.066	0.14322
ZNF558	19	8920250	8942972	67	10	398465	0.33695	0.36808
MBD3L1	19	8943074	8954016	18	5	395368	0.16501	0.43447
MUC16	19	8959516	9092018	472	44	404285	-1.8547	0.96818
OR1M1	19	9203921	9204862	2	1	272849	1.5122	0.06524
OR7G2	19	9212945	9213982	4	1	411366	-0.52464	0.70008
OR7G1	19	9225504	9226439	5	2	355482	0.71281	0.23798
OR7G3	19	9236688	9237626	3	1	413466	1.1972	0.11562
ZNF317	19	9251056	9274091	92	9	400923	0.050349	0.47992
OR7D2	19	9296270	9299493	7	4	378476	-1.2443	0.89331
OR7D4	19	9324526	9325547	4	2	399549	-0.17521	0.56954
OR7E24	19	9361720	9362739	4	2	361965	1.1332	0.12857
ZNF699	19	9404246	9420390	24	4	412757	-1.6667	0.95221
ZNF559	19	9434448	9461838	56	5	393754	-1.0049	0.84253
ZNF559-ZNF177	19	9434902	9493293	117	6	391765	-0.90563	0.81743
ZNF177	19	9473696	9493293	43	3	386599	-0.91217	0.81916
ZNF266	19	9523102	9546254	70	3	406082	-0.41289	0.66016
ZNF560	19	9577031	9609279	90	4	407373	0.21049	0.41664
ZNF426	19	9638667	9649638	20	3	380086	0.39711	0.34564
ZNF121	19	9676292	9695209	45	4	400568	0.21812	0.41367
ZNF561	19	9718002	9731916	27	5	383857	0.19466	0.42283
ZNF562	19	9759330	9785776	60	8	395581	0.4447	0.32827
ZNF812P	19	9800189	9811493	45	5	401060	0.82519	0.20463
ZNF846	19	9867845	9896834	46	7	395352	0.4906	0.31186
LOC100505555	19	9898088	9903862	4	1	413154	1.0118	0.15581
FBXL12	19	9920943	9930101	13	4	375650	0.87669	0.19033
UBL5	19	9938556	9940797	1	1	413050	0.85203	0.1971
PIN1	19	9945883	9960365	25	6	395235	2.455	0.0070446
OLFM2	19	9964394	10047070	207	23	402096	3.0482	0.0011512
COL5A3	19	10070237	10121147	269	29	397400	2.0211	0.021635
RDH8	19	10123925	10132954	45	7	371509	-0.10277	0.54093
SHFL	19	10196806	10203928	9	3	377671	0.14516	0.44229
ANGPTL6	19	10203013	10215710	24	11	391855	-1.1155	0.86768
PPAN	19	10216899	10221975	15	6	372969	-1.1645	0.87789
PPAN-P2RY11	19	10216899	10226065	33	8	381986	-1.667	0.95224
P2RY11	19	10222197	10226065	17	5	388202	-1.7754	0.96209
EIF3G	19	10225690	10230599	11	3	390118	-1.3574	0.91268
DNMT1	19	10244021	10305783	114	14	388527	0.30224	0.38124
S1PR2	19	10332109	10341948	17	4	391880	0.61875	0.26804
MRPL4	19	10362640	10370736	20	6	384078	-1.1784	0.88069
ICAM1	19	10380707	10397291	34	11	390335	-1.5239	0.93623
ICAM5	19	10400655	10407454	22	6	411591	-1.7548	0.96035
ZGLP1	19	10415479	10420233	11	4	409952	1.0627	0.14396
FDX2	19	10420887	10427241	25	6	403332	1.124	0.1305
RAVER1	19	10426888	10444314	54	11	401204	0.14057	0.44411
ICAM3	19	10444452	10450345	26	4	411533	0.90057	0.18391
TYK2	19	10461204	10491248	77	13	400018	-0.72427	0.76555
CDC37	19	10501809	10514271	19	6	394556	-0.063667	0.52538
PDE4A	19	10527449	10580307	88	11	403435	0.41699	0.33834
KEAP1	19	10596796	10614054	40	6	369439	1.0917	0.13747
S1PR5	19	10623418	10628668	16	7	393727	1.2025	0.11459
ATG4D	19	10654570	10664099	25	7	392466	2.6428	0.0041111
KRI1	19	10663761	10676702	54	9	396554	2.491	0.0063686
CDKN2D	19	10677138	10679655	3	1	411787	1.6386	0.050644
AP1M2	19	10683347	10697991	65	7	398556	3.1079	0.00094224
SLC44A2	19	10713121	10755235	103	12	399707	3.367	0.00037995
ILF3	19	10764937	10803095	49	7	392706	4.0837	2.216e-05
QTRT1	19	10812112	10824043	23	5	397670	3.4207	0.00031231
DNM2	19	10828729	10944169	282	25	376107	2.1734	0.014876
TMED1	19	10942743	10946983	5	2	264589	0.89888	0.18436
C19orf38	19	10947304	10980466	46	10	357376	2.6433	0.0041046
CARM1	19	10982253	11033453	71	10	363733	2.766	0.0028375
YIPF2	19	11033444	11039357	5	3	327059	1.503	0.066426
TIMM29	19	11039424	11040917	2	1	276315	1.2484	0.10594
SMARCA4	19	11071598	11172958	258	20	398707	2.3614	0.0091025
LDLR	19	11200037	11244506	150	21	396337	0.34633	0.36455
SPC24	19	11257444	11266563	40	9	384121	0.24294	0.40403
KANK2	19	11274943	11308243	120	13	400584	-0.65832	0.74483
DOCK6	19	11309969	11373168	130	17	396525	0.17516	0.43048
ANGPTL8	19	11350295	11352619	3	2	347137	0.95207	0.17053
TSPAN16	19	11406798	11437672	74	10	401313	-1.9476	0.97427
RAB3D	19	11432722	11450344	62	7	396422	-0.75371	0.77449
TMEM205	19	11453452	11457065	1	1	390299	-0.71275	0.762
CCDC159	19	11457160	11465620	15	4	390779	-0.74589	0.77213
PLPPR2	19	11466062	11476374	12	5	375042	-2.3403	0.99037
SWSAP1	19	11485383	11487627	2	1	389758	0.89115	0.18643
EPOR	19	11487881	11495018	6	2	358378	0.87042	0.19204
RGL3	19	11504732	11530018	60	7	398116	-0.68208	0.7524
ODAD3	19	11531272	11546853	26	7	383256	2.1085	0.017493
PRKCSH	19	11546111	11561783	27	7	365559	2.2066	0.013672
ELAVL3	19	11562143	11591806	75	12	388064	0.84265	0.19971
ZNF653	19	11594242	11616738	70	7	364794	0.60523	0.27251
ECSIT	19	11616731	11639987	51	8	349329	1.5358	0.062292
CNN1	19	11649579	11661139	29	7	371210	2.2206	0.013188
ELOF1	19	11663858	11670051	8	3	359567	0.34795	0.36394
ACP5	19	11685475	11689801	10	3	391625	-0.14055	0.55589
ZNF627	19	11708235	11729974	55	5	408435	-0.86016	0.80515
ZNF823	19	11832080	11849824	48	6	397371	-2.2622	0.98816
ZNF441	19	11877815	11894893	72	6	399865	0.76212	0.223
ZNF491	19	11909391	11919470	18	4	395508	-0.33282	0.63037
ZNF440	19	11925099	11946016	68	3	407993	0.78471	0.21631
ZNF439	19	11959541	11980306	62	10	390000	-0.41941	0.66254
ZNF69	19	11998633	12025366	67	10	370007	-0.6698	0.74851
ZNF700	19	12035883	12061588	69	8	379394	-0.52018	0.69853
ZNF763	19	12075796	12091214	67	4	392523	-0.28276	0.61132
ZNF433	19	12125532	12146525	35	6	367852	0.80694	0.20985
ZNF878	19	12154620	12163782	16	3	378192	1.2113	0.1129
ZNF844	19	12175546	12188626	29	4	379020	0.60694	0.27194
