GENEID	P
RP11-447B18.1	0.896818028
USP18	0.896823396
SLC25A5P3	0.896823396
RP11-173D9.5	0.896823396
TTC1	0.896887332
LSM3P2	0.896990521
RP11-94B19.4	0.896990521
CHRM3	0.897003561
HIST4H4	0.897003561
IRF2	0.897053236
RPL18AP14	0.897054159
AKAP12	0.897106664
OR2T33	0.897128604
CTC-523E23.14	0.8971381
MIR4279	0.897241348
RP11-466F5.10	0.897315489
AC008069.1	0.897322696
ACTR8	0.897368338
ZNF561	0.89753577
GS1-18A18.2	0.89753577
MIR548F4	0.89758861
AC005786.3	0.89758861
PCSK2	0.897687014
ZNF571	0.897687014
RNU6-1125P	0.897687014
CTA-246H3.12	0.897687014
SYCP2	0.897807626
COL6A4P1	0.897807626
PPME1	0.897822905
MAGEC1	0.897836713
RPL7P53	0.898037508
RNY3P6	0.898114676
RNU6-678P	0.898114676
RP11-73K9.2	0.898114676
CTC-347C20.1	0.898118994
RP11-350J20.12	0.898118994
GOLGA8A	0.898123647
PPP2R2DP1	0.898123647
CTD-3032J10.3	0.898123647
EIF4A2	0.898125281
RP11-3G21.1	0.898172294
RP11-243M5.1	0.898195598
RP11-1060G2.1	0.898195598
C9orf40	0.898204961
ZNF30	0.898272708
RP11-687M24.4	0.898272708
AL161668.5	0.898272708
RNU5A-5P	0.898321742
TMEM75	0.898381198
AC007365.3	0.898416228
MDH1	0.898451744
ADAM7	0.898458875
MDM2	0.898458875
NEIL2	0.898458875
CNTROB	0.898458875
AC004057.1	0.898458875
TCEB3CL	0.898458875
RP11-678B3.2	0.898458875
HMGA1P2	0.898458875
HMGN1P16	0.898458875
AC019070.1	0.898477786
FLT3LG	0.898630955
LRRC39	0.898630955
RP11-182J1.16	0.898732511
FAXC	0.898820307
ATP6V1A	0.898836754
RARB	0.898846485
AC006377.1	0.898846485
PDAP1	0.898856562
RP11-22B23.1	0.898856562
RNA5SP467	0.898856562
BMP3	0.89886653
RP11-290D2.3	0.89886653
RP11-395L14.4	0.89886653
AC098820.3	0.89893736
SLC9A9-AS1	0.898941419
NPIPB15	0.898961367
RP11-612B6.2	0.898998243
MORF4L2	0.899049121
AP002958.1	0.899131529
RP5-837I24.5	0.899145644
BIRC5	0.899211647
RP11-288H12.4	0.899211647
RP11-135A24.4	0.899284589
RP4-668G5.1	0.899284589
RP11-27M24.3	0.899438693
MED30	0.899439128
RP11-867G2.8	0.899439128
GORASP1	0.899452259
MT-TR	0.899452259
LAGE3	0.899478989
C16orf3	0.899506827
RPF1	0.899543854
RNU5E-4P	0.899543854
IL31	0.899543854
SNX3P1X	0.899543854
RP11-350N15.5	0.899543854
RN7SL287P	0.899585014
RP11-49K24.8	0.899627328
POMT1	0.899780778
MIR4648	0.899800481
KCTD6	0.899947383
WFIKKN1	0.89996067
RP11-94I2.1	0.89996067
FBXO15	0.900028565
DNM1P35	0.900110492
RP11-107C10.1	0.900132507
ADPRHL2	0.900135468
ANKAR	0.900135468
PAWR	0.900135468
ZNF595	0.900135468
C10orf62	0.900135468
SLC25A18P1	0.900135468
XXyac-YM21GA2.4	0.900135468
RP11-275I14.4	0.900135468
CHCHD2P6	0.900135468
AC123023.1	0.900135468
RP11-308N19.3	0.900135468
RP11-44L9.3	0.900135468
AC073127.1	0.900135468
RP4-657D16.3	0.900135468
RP11-180C16.1	0.900135468
UNC5CL	0.900270457
ACTL6A	0.900285981
B3GAT3	0.900285981
SOX7	0.900285981
RN7SL221P	0.900285981
POMGNT2	0.900299032
OR7E102P	0.900299032
NDUFA4	0.900299032
MIR149	0.900299032
UBE2SP2	0.900299032
AARS	0.900436645
RN7SKP38	0.900528667
ZNF295-AS1	0.900529448
VWA8	0.90063787
MAP1B	0.900651832
RPS3AP33	0.900705228
RP11-1080G15.1	0.900706873
PLEK2	0.900708552
SLC4A3	0.900708552
TAS2R1	0.900708552
MRPL48	0.900708552
ZDHHC13	0.900708552
RN7SKP99	0.900708552
CTD-2501E16.1	0.900708552
EFCC1	0.900772183
LINC00158	0.900810241
TMEM256P1	0.900810241
ADD2	0.900848922
AC022872.1	0.900848922
UNC45A	0.900856062
RP11-474N24.2	0.900890207
XXyac-YM21GA2.3	0.900974115
PARP10	0.901016811
AMIGO1	0.901016811
RP3-375P9.2	0.901016811
RP11-403I13.4	0.901016811
RP1-266L20.9	0.901050752
DNAJC16	0.90109831
MYOZ1	0.90113674
RP11-410B16.1	0.90113674
RP11-174M13.2	0.901141543
PGBD1	0.901332282
PPP3R2	0.901359504
RP11-613F22.6	0.90138069
MIS18BP1	0.901628665
USP17L7	0.901665225
DIO2-AS1	0.901707879
DCTN3	0.901751934
RP11-95M5.1	0.901751934
C3orf22	0.901926313
NAV2-AS3	0.901977095
RP11-122C5.2	0.902044831
WFDC8	0.902105895
RP11-341G5.2	0.902105895
AC074363.1	0.902105895
RP11-15N24.4	0.902105895
CA7	0.902150632
AC079117.1	0.902244541
PCGF2	0.90225589
C4orf6	0.90225589
DEPDC5	0.90225589
KIAA1033	0.90225589
ACTBP7	0.90225589
RNU6-1324P	0.90225589
RP11-759F5.1	0.90225589
RP11-168E14.1	0.90225589
RP11-360L9.4	0.90225589
RP11-755E23.3	0.90225589
RP11-109N23.6	0.90225589
RP11-592B15.4	0.902305494
SPANXA2-OT1	0.902331453
PRDX1	0.902332546
GRIA3	0.902332546
TMEM88	0.902332546
RPL3P4	0.902332546
RP11-98G13.1	0.902332546
OR52V1P	0.902332546
MIR3679	0.902332546
CTD-2126E3.5	0.902403221
LINC00852	0.902492103
ZFPL1	0.902501926
FAM103A2P	0.902501926
RP11-557H15.3	0.902530686
AP001631.9	0.902530686
AC008592.3	0.902530686
MRPS7	0.902597367
RP11-313P22.1	0.902660336
RP11-10N23.2	0.902686499
LILRB5	0.902687805
RP11-276H1.2	0.902689482
MIR4803	0.902689482
ENTPD6	0.902764834
ZNF420	0.902808213
RNU6ATAC16P	0.903033923
AC008781.7	0.903033923
FLG-AS1	0.903033923
OSBPL9P2	0.903033923
MIR4297	0.903033923
DNAJC19	0.903053388
EFNA4	0.903053388
IL17RE	0.903191924
FAM217A	0.903214374
CNOT10	0.903214374
KRT10	0.903214374
LYPD6	0.903214374
TMEM221	0.903214374
ASNA1	0.903214374
SNORD115-33	0.903214374
AP000350.4	0.903214374
RP1-269M15.3	0.903214374
SNORA47	0.903214374
RP11-277P12.9	0.903214374
RP11-74M13.4	0.903214374
CTD-2561B21.3	0.903214374
FAM106CP	0.903214374
RALGAPA1P	0.903220662
AC010525.5	0.903231806
RP11-272P10.2	0.903309475
APOOL	0.903351293
NPM1P38	0.903351293
AC009948.7	0.903351293
RNU2-19P	0.903351293
USP54	0.903422144
RNU4-78P	0.903422144
HAUS6P1	0.903422144
RP11-7G23.5	0.903422144
PARP4P1	0.903422144
RP11-169K16.7	0.903626994
GRPEL1	0.903870697
AC083875.2	0.90387738
OR56B2P	0.903907686
P2RX3	0.903984575
LHX9	0.903984575
SUCLG2	0.903984575
RBM43	0.903984575
OR3D1P	0.903984575
FOXP1-IT1	0.903984575
CTD-2132N18.2	0.903984575
LDHAL6EP	0.903984575
ALDH18A1	0.904078978
RP11-128M1.1	0.904078978
TMTC3	0.904105789
OSTC	0.904105789
EPHA2	0.904116243
SNRPGP3	0.904117632
AL592310.1	0.904117632
ORMDL2	0.904234376
RP11-317N8.3	0.904234376
SLC12A9	0.904295503
RNU6-212P	0.904351494
RP11-350N15.3	0.904380155
RP11-783K16.5	0.904380155
RP11-529J17.3	0.904492191
HECTD3	0.904501456
ZNF444	0.904501456
MRPS25	0.904656872
LRRC55	0.904772245
AC132216.1	0.904900472
RPL9P29	0.905021501
RN7SKP83	0.90503826
AC097493.1	0.90503826
VPS13C	0.905123212
RNU6-482P	0.905123212
RP11-867G2.5	0.905123212
RP11-585F1.10	0.905160512
LRRC1	0.905300559
RP11-425L10.1	0.905300559
NHLRC3	0.905365758
CTA-246H3.11	0.905365758
AC002044.4	0.905628821
OR4F21	0.905640427
KTN1-AS1	0.905640427
RP1-137F1.3	0.905640427
AP000320.7	0.905640427
AC195454.1	0.905667162
HECTD1	0.905682553
SLC7A4	0.905682553
KIAA1211	0.905682553
GAD2	0.905682553
MYO19	0.905682553
STARD5	0.905682553
AC069200.1	0.905682553
RP11-484L7.1	0.905682553
NIPA2P4	0.905682553
TMEM217	0.905723839
RP5-991G20.4	0.905723839
AC092484.1	0.905807163
PHF20	0.90587405
KIF9	0.90587405
SRSF3	0.90587405
NDUFA1	0.90587405
DOC2A	0.90587405
NBPF9	0.90587405
CTC-471C19.1	0.90587405
RNF7	0.905929598
RP11-449L23.2	0.905929598
KANK2	0.90601531
RP5-973M2.2	0.906070539
ORC2	0.906104625
VWDE	0.906104625
AOX3P	0.906104625
RCHY1	0.906167185
BACE2-IT1	0.906167185
GPC6-AS2	0.906167185
ANKRD50	0.906182304
PAX9	0.906263856
ENOX2	0.906283129
PKHD1L1	0.906433871
ATG2B	0.906561487
AGMO	0.906568522
RN7SL656P	0.906714925
UCN	0.90675583
RNU6-108P	0.90675583
NPM1P19	0.90675583
RP11-925D8.5	0.906801961
FAM83D	0.906807753
RP11-887P2.3	0.906807753
RN7SL861P	0.906807753
RP11-174O3.4	0.90682425
RP1-43E13.2	0.906854007
BORA	0.906877354
RP11-440L14.3	0.906881115
RP11-356I18.1	0.90689406400000006
PVRIG	0.906910737
AC034228.4	0.906910737
PTX3	0.906923732
CTC-465D4.1	0.906953505
CTA-415G2.2	0.906959641
RN7SL643P	0.907030214
AC098830.1	0.907030214
MICU2	0.907204196
RPL21P32	0.907204196
OR2A9P	0.907361542
PSMA7	0.907368082
DDX25	0.907368082
RNA5SP144	0.907368082
RBMX2P1	0.907429371
KDSR	0.907491828
RP11-549L6.2	0.907491828
SCGB2B3P	0.907491828
SNRNP200	0.907497046
RP11-744O11.2	0.907497046
ARFRP1	0.907516595
ATP6V1E1	0.907516595
RNU6-611P	0.907516595
NUDC	0.907554638
RP11-143J24.1	0.907554638
CTC-756D1.1	0.907633594
AY269186.2	0.907641029
CR848007.2	0.907656025
RP11-45I20.1	0.907660419
ERGIC3	0.907678381
GPR113	0.907678381
TBC1D8	0.907678381
AP001439.2	0.907678381
NDUFS1	0.90784361
MAP2K5	0.90784361
SNORD101	0.90784361
CTD-2651B20.4	0.90784361
CTD-3088G3.4	0.90784361
RP11-232C2.2	0.90797433
NELL2	0.90808887
TNK2	0.908199121
ITGBL1	0.908199121
C19orf73	0.908199121
RP11-535M15.1	0.908199121
LA16c-395F10.1	0.908199121
RP11-589B3.6	0.908199269
ANKRD53	0.908271488
SAP30BP	0.90828963
AC002472.13	0.908302187
CXCR2	0.908332107
CCM2L	0.908384558
RNU1-8P	0.908556883
ZNF577	0.908703964
USP51	0.908703964
NAPA-AS1	0.908703964
RP11-347C18.5	0.908703964
CSNK1G3	0.908777165
CCDC141	0.908777165
RP11-392B6.1	0.908777165
RP11-473A17.1	0.908777165
hsa-mir-3149	0.908777165
LL22NC03-N14H11.1	0.90878278
KLHL32	0.908959217
RP11-89N17.2	0.908959217
RP5-997D24.3	0.908960869
FKSG63	0.909029577
RP11-680B3.2	0.909032077
ARPC1A	0.909032077
UROC1	0.90903632
DHX33	0.909058548
AL136218.1	0.909058548
RP11-134L10.1	0.909058548
RP11-492A12.2	0.909234032
HMGB2	0.909408847
PHACTR4	0.909408847
BSN	0.909431502
RP13-487C10.1	0.909526131
IGSF3	0.90960261
AL023807.1	0.90960261
AC007969.5	0.90960261
EEF1B2	0.909618955
AC027612.4	0.909618955
CTC-441N14.1	0.909618955
RNU6-122P	0.909618955
CTA-249B10.1	0.909618955
RP11-446E9.2	0.909618955
RP11-511B23.1	0.90967187
CDV3	0.909741043
WBP2NL	0.909741043
RP1-40G4P.1	0.909741043
CTB-92J24.2	0.909741043
RP11-327J17.2	0.909849376
ZNF534	0.909867826
RP11-410N8.1	0.909867826
TFRC	0.909884776
MYBBP1A	0.909884776
AL672294.1	0.909896995
RP11-89F17.5	0.909896995
SURF1	0.909982414
RP11-480I12.4	0.909988029
RAB27B	0.910066589
TDRD3	0.910066589
SNX33	0.910066589
FAM132B	0.910066589
RP11-191G24.1	0.910066589
WI2-85898F10.1	0.910066589
CTD-2653D5.1	0.910066589
RP11-141E13.1	0.91006763
EMP1	0.910083297
ALDH1A3	0.910083297
GPRASP1	0.910083297
NBPF24	0.910083297
RP11-313A24.1	0.910083297
WDR7-UT1	0.910083297
CDC26	0.910103488
TMEM256	0.910122313
RP11-234N17.1	0.910122313
AL121655.1	0.910122313
RNU6-282P	0.910219331
ARHGEF15	0.910288333
RNU6-523P	0.910335482
RPN1	0.910342845
PLCL2-AS1	0.910395292
PAPOLB	0.910413305
FUNDC1	0.910493693
MIR153-2	0.910525076
RP11-1236K1.8	0.910525076
SUMF1	0.910558
HSD17B7	0.910588274
LINC00871	0.910588274
RP11-472N13.2	0.910834745
RP11-145A3.4	0.911091269
SEC13	0.911136676
UBE2Z	0.911136676
SULT1C3	0.911136676
RP11-223P11.3	0.911136676
RP11-363H12.1	0.911136676
DHFR	0.911136676
RP3-453C12.8	0.911136676
RP3-448I9.2	0.911136676
RP11-575F12.1	0.911136676
RP11-700J17.1	0.911136676
ZNF700	0.911138526
IQCC	0.91113952
MRPL20	0.911144856
CTD-2285G11.1	0.911258788
CECR5-AS1	0.911296074
ZNF621	0.91132424
RP11-451B8.1	0.91139495
HNRNPA3P12	0.911400203
PIN4	0.911486599
CLRN3	0.911534764
RP11-215P8.1	0.911534764
SLC38A11	0.911597905
AC073069.2	0.911597905
RNA5SP53	0.911681375
LINC00959	0.911681375
RP11-342K6.4	0.911681375
C9orf89	0.91168812
COA6	0.91168812
THAP3	0.911712406
RP11-1018N14.2	0.911712406
ZNF443	0.911766528
COA3	0.911766528
CABYRP1	0.911766528
RP11-91P17.1	0.911766528
RP11-474D14.2	0.911908218
KRTAP5-7	0.911923743
C1orf86	0.911945983
ZNF623	0.912015738
AC009276.4	0.912015738
RN7SL417P	0.912015738
AC092832.1	0.912015738
RP11-295M3.2	0.912024792
RP11-318K12.2	0.912184653
CNTF	0.912189243
RP11-256L6.3	0.912244637
MIR1273F	0.912244637
RP11-712P20.2	0.912244637
RP11-392E22.11	0.912245469
DCUN1D2	0.912483589
RP11-214O1.3	0.912486577
CTD-2576D5.3	0.912542896
CTC-453G23.5	0.912831334
MDH1B	0.912880336
MIR3613	0.912893996
PSMA3	0.913071841
KANK1	0.913071841
SHROOM2	0.913071841
DESI2	0.913306116
RNU6ATAC3P	0.913374142
SLC7A11	0.913430228
MYBL2	0.913558874
CRYBA2	0.913558874
DCBLD1	0.913558874
INPPL1	0.913558874
RNU6-1039P	0.913558874
PLEKHM1	0.913558874
SSR4P1	0.913558874
RP3-473B4.3	0.913558874
RP11-396O20.2	0.913558874
CTD-2509G16.2	0.913558874
RN7SL102P	0.913558874
TCEB3CL2	0.913558874
RP11-523G9.3	0.913558874
LRRC10	0.913590084
RP11-493E3.1	0.913590084
RP11-196O16.1	0.913597281
TOX2	0.913621143
TMEM55A	0.913649957
KCTD11	0.913649957
AC132008.1	0.91365314
SNORA3	0.913919414
SLC15A4	0.913945519
IL18RAP	0.914010646
UBL5	0.914034399
EBF3	0.914049294
RP4-784A16.3	0.914049294
FAM20A	0.914079054
GLULP4	0.914079054
EI24P3	0.914079054
RP11-89N17.4	0.914079054
RP11-241J12.3	0.914079054
RNU4ATAC18P	0.914079054
HMGB1P8	0.914079054
RP11-709D24.5	0.914079054
RP11-798G7.7	0.914079054
ESPL1	0.914290935
DPEP2	0.914369079
HCRTR2	0.914420464
ACP5	0.914424398
AC073130.1	0.914424398
RP11-196H14.2	0.914424398
RP11-881M11.4	0.914424398
RP11-53B2.5	0.914424398
RP11-815J4.7	0.914424398
RP11-390N6.1	0.914468108
NKAIN4	0.914478563
FUCA2	0.914509127
MTMR9LP	0.914533397
RP11-651P23.4	0.914533397
GS1-166A23.2	0.914533397
CXorf56	0.914569512
RN7SL591P	0.914569512
GBAP1	0.914572116
SLC28A3	0.914572116
PDLIM1	0.914588162
DHRS7C	0.914604331
KLHL29	0.914720197
SNRPC	0.914720197
VSIG10	0.914735587
RP1-27K12.4	0.914735587
CYP2J2	0.914798532
BAG3	0.914843986
STX10	0.914880638
BTN2A2	0.914880638
BEND6	0.914880638
EBF2	0.914880638
MTND1P20	0.914880638
HMGN2P27	0.914880638
CTC-137K3.1	0.914880638
RP11-255A11.2	0.914937093
RAG2	0.914994321
AC102953.6	0.914994321
RP11-10J21.5	0.915010248
KCTD16	0.915018911
CTD-2234N14.2	0.915018911
MALSU1	0.915091206
RP11-1105G2.3	0.915091206
SLC30A6	0.915098996
RNU6-1027P	0.915098996
RN7SKP170	0.915154611
PTTG2	0.915154611
RP11-73M7.9	0.915154611
DPRXP5	0.915154611
PRSS36	0.915164457
RP11-470E16.1	0.915255
SNORD125	0.915255
CCDC83	0.91525544
FEM1AP2	0.915304002
AC007228.5	0.915304002
MIR541	0.915335038
PFN1P11	0.915421979
AC079210.1	0.915512456
ELAVL4	0.915533538
FAM188B2	0.915533538
ZNF358	0.915579871
RP5-952N6.1	0.915667894
HERC5	0.91575679
TARDBP	0.915764693
ABCB9	0.915764693
RP11-146E13.4	0.915764693
RPL12P41	0.915764693
AC069394.1	0.915765612
COA5	0.915848604
RP11-706D8.3	0.915883777
AC110754.3	0.915883777
RP11-152L20.3	0.915883777
AC092687.5	0.915932914
CSK	0.915982793
DLG2	0.915982793
PRDX3P4	0.915982793
AC084117.3	0.915982793
SNORD83A	0.916075423
FAAH	0.916095111
CTB-7E3.1	0.916215513
RP11-108K14.8	0.916215513
NIF3L1	0.916375039
SPTLC3	0.916457815
TMEM18	0.916459268
CRBN	0.916460186
ZNF140	0.916462764
PRDX3P1	0.916462764
SPCS2P4	0.916467382
RNU2-65P	0.916479958
KATNA1	0.916549091
LYAR	0.916631199
MON1A	0.916631199
MAFF	0.916631199
SF3A3P1	0.916631199
RAB33B	0.916791874
AP000478.1	0.916791874
MIR3154	0.916791874
CTB-161K23.1	0.916792361
RP11-232C2.1	0.916815797
RP11-205M3.1	0.916852741
SPDYA	0.916939707
PCOLCE-AS1	0.916965476
RP11-640N20.6	0.916965476
RP11-266L9.4	0.917093407
DNAJB13	0.917138354
CTD-2026K11.2	0.917138354
RNU6-494P	0.917168868
GBF1	0.917205303
RP11-573G6.6	0.917205303
MIR3155A	0.917205303
AC010525.4	0.917205303
CRNN	0.917210312
ENPP7P3	0.917261247
RNA5SP223	0.917310676
RP11-52B19.10	0.917343728
SHISA6	0.917422548
PHLDB3	0.917538198
RP5-894A10.2	0.917597341
ZNF608	0.917600291
CNNM3	0.917675334
CELA2B	0.917755651
C5	0.917850009
RP11-863K10.7	0.917850009
LRRC16B	0.917850009
AC004980.10	0.917850009
AC019186.1	0.917850009
IFNWP19	0.917850009
RP11-109N23.1	0.917850009
MIR4689	0.917850009
MNS1	0.917863906
CLUAP1	0.91790172
RNU6-757P	0.91790172
RP11-290C10.1	0.91790172
RP11-98D18.15	0.917921076
RP11-65J3.3	0.917942772
CTB-63M22.1	0.917958269
SNORD114-7	0.917992407
AC092757.1	0.918037632
AC092865.1	0.918037632
ARHGEF5	0.918075569
MOGAT2	0.918075569
SERTAD1	0.918075569
POLE3	0.918090979
ERG	0.918090979
MRP63	0.918090979
C13orf45	0.918090979
NOSIP	0.918102102
NEMF	0.918102102
ASPN	0.918102759
SLC37A4	0.918102759
IL24	0.918102759
SLC9B2	0.918102759
PLAC8L1	0.918102759
ZNF792	0.918102759
TMPRSS11A	0.918102759
ARRDC5	0.918102759
RP11-428I12.1	0.918102759
AC137527.2	0.918102759
SEPHS1P1	0.918121394
MIR548E	0.918152727
RP11-289F5.1	0.918152727
RP11-809N8.4	0.918152727
GLOD4	0.918210923
MRPL11	0.918210923
RP11-127H13.1	0.918218311
RP11-507J18.2	0.918246806
TTN-AS1	0.918263237
LMF2	0.918438253
PRDX4	0.918466574
TUBGCP3	0.918466574
EFTUD2	0.91856462
MIR4299	0.918580463
TEX10	0.918582724
TBC1D31	0.918582724
RAPH1	0.918582724
RP1-71H24.1	0.918587229
MANEA	0.918614399
PAQR7	0.918643243
RP11-487I5.4	0.918643243
C2orf91	0.918648542
RP11-65N13.6	0.918648542
RP11-8H2.1	0.918648542
HELQ	0.918648785
NFASC	0.918648785
CTC-347C20.2	0.918648785
CTD-2071N1.1	0.918648785
MIR4270	0.918797547
FAM127C	0.918813736
WWC3-AS1	0.918813736
RP11-449G16.1	0.918813736
RP11-178F10.3	0.918868006
CYP4F24P	0.918942358
NCEH1	0.91894512800000006
RAB11FIP5	0.919052501
MIR4715	0.919099532
AP001053.11	0.919168462
RP11-428G5.7	0.919168462
RP11-210M15.2	0.919168462
RP11-480D4.4	0.919198414
RGPD1	0.919351015
C9orf96	0.919374451
RP11-384K6.4	0.919374451
RNA5SP468	0.919374451
RPL29	0.919379088
AC004063.1	0.919379088
CTD-2651B20.7	0.919379088
RP11-27K13.3	0.919391949
RP11-102N12.2	0.919391949
PPP1R1AP1	0.919391949
CTD-2619J13.8	0.919391949
RN7SL845P	0.919423974
AC105339.1	0.919566584
RP11-635L1.3	0.919615211
H6PD	0.919627711
PDIA5	0.919627711
MYL12B	0.919627711
P2RY12	0.919627711
C2orf73	0.919627711
RP11-475I24.8	0.919627711
PCDHGA6	0.919627711
RP11-43A14.1	0.919627711
CTD-2561J22.6	0.919627711
AC007000.11	0.919687063
TACO1	0.919736872
OAS3	0.919826145
PAK2	0.919826145
TRPC2	0.919826145
PABPC1P11	0.919826145
RN7SL164P	0.919826145
DNAJC3-AS1	0.919826145
RP11-94C24.8	0.919826145
RP11-729M20.1	0.919826145
RP11-244F12.3	0.919826145
KB-226F1.2	0.919826145
AL590084.1	0.91983583
GUSBP1	0.919883184
GUCY1B2	0.91990523
PNPLA6	0.920026962
CCR7	0.920026962
PPM1D	0.920026962
ADAM5	0.920026962
DNAJB1P1	0.920026962
RP11-688H10.1	0.920026962
MIR4450	0.920026962
RP11-1020A11.2	0.920026962
RP11-2L8.2	0.920026962
AC098820.4	0.920030765
RP11-413H22.2	0.920045579
AC074286.1	0.920161651
CTD-2538G9.3	0.920161651
GPR173	0.920197323
AL158051.1	0.920250761
ATP5L	0.920285322
ZNF16	0.920285322
RP11-430C7.2	0.920285322
RNU7-113P	0.920285322
C14orf93	0.920288526
IMPG1	0.920320774
TRAF7	0.920429344
FAM160B2	0.920429344
CTAGE10P	0.920429344
AC012513.4	0.920429344
C8orf56	0.920429344
AC006272.2	0.920429344
RP11-546M4.1	0.920510124
RPS27P16	0.92054932
CASC11	0.92054932
EPHA8	0.920602715
RP11-400F19.18	0.920838103
RP11-452J6.2	0.920841934
AC002055.4	0.920851867
MIR3170	0.920853218
RP13-228J13.1	0.92089199
SRC	0.920938535
AC079781.7	0.920938535
RP11-162I7.1	0.920938535
ZMPSTE24	0.920986053
MRPS21	0.920986053
RAD51AP2	0.920986053
AC104457.1	0.920986053
RP11-15J23.1	0.920986053
LA16c-366D3.1	0.920986053
AP000936.2	0.920986053
ZNF92P3	0.920986053
RP5-1159O4.2	0.921061084
C16orf62	0.921077234
TMEM54	0.921077234
FABP9	0.921077234
SNORD11	0.921077234
RP11-428C19.4	0.921077234
RP11-346M5.3	0.921077234
FKBP7	0.9211145
CH25H	0.9211145
PPP4R2	0.9211145
OR52B3P	0.9211145
NOP10	0.921123862
STARD10	0.921164589
AC010295.1	0.92118722
RNASEK-C17orf49	0.921287814
RP11-283I3.2	0.921288343
CNTNAP3B	0.921418895
CTB-33O18.2	0.921418895
GSKIP	0.921419587
VWC2L	0.921511378
WWTR1-IT1	0.921532296
RP11-472I20.1	0.921546758
MIR3145	0.92158002000000006
SHISA5	0.921597226
FAM189A2	0.921655346
BAI3	0.921655346
RNU6-483P	0.921655346
MIR95	0.921655346
RP11-876N24.4	0.921655346
KRBA1	0.921677229
AXIN1	0.921811114
NUTM1	0.921816403
RLIM	0.921935491
FSIP2	0.921938716
RP11-351A11.1	0.921938716
TLL1	0.922010344
HMGB1P39	0.922010344
RP11-1082L8.1	0.922066226
ACAP3	0.922123307
MRPL3P1	0.922125808
PDHX	0.922157993
TIAL1	0.922256201
RP11-611O2.6	0.922256201
ZBTB46	0.922484521
NSUN3	0.922499179
RP11-316O14.1	0.922535298
BTC	0.922579301
STX1B	0.922670038
CCDC42B	0.922670038
CTD-3065B20.3	0.922670038
RP11-872J21.3	0.922670038
RP11-390E23.3	0.922689759
NPPB	0.922709703
ALG1L7P	0.922715121
HIST1H3F	0.922715121
YBEY	0.922875715
RAI2	0.922939428
AC005041.11	0.923012261
RPEP1	0.923012261
MIR3659	0.923014219
RP11-483M24.2	0.923072473
NARG2	0.923145681
C6orf57	0.923145681
XXbac-B476C20.11	0.923145681
RP3-426I6.6	0.923186928
RNU6-307P	0.923213306
SLURP1	0.923261103
RP11-31I22.2	0.92327531
ADAM8	0.923371013
PRSS30P	0.923371013
RN7SL135P	0.923371013
RABEPK	0.923432257
MIR578	0.923537059
E2F3-IT1	0.923537059
COPA	0.923584437
GPR56	0.923584437
CTD-2171N6.1	0.923677137
SPTY2D1	0.923701453
CUBNP3	0.923701453
RWDD3	0.92385002
CTD-2231E14.8	0.92385002
RP11-959F10.6	0.923931586
BCL7B	0.923993378
DDX43	0.924006076
LIPT2	0.924006076
RP11-165F24.2	0.924006076
IRF7	0.924148502
DCTN5	0.924228314
CTD-2006O16.2	0.924280049
CA9	0.924352443
AL133228.1	0.924354107
SLC35E2B	0.924369534
RNU6-645P	0.924369534
COX5BP2	0.924412455
CTB-51A17.1	0.924496001
RNA5SP128	0.924519094
RP11-197K3.1	0.924519094
A2MP1	0.924519094
CTA-204B4.2	0.924519094
CTD-3247F14.2	0.924519094
RP11-61A14.3	0.924519094
RP11-927P21.4	0.924519094
RP11-1057B6.1	0.924519094
RP5-1053E7.3	0.924548226
AC004237.1	0.92466465900000006
KIF17	0.924701213
NPDC1	0.92478703
RPTOR	0.92478703
MIR29B1	0.92478703
RNU7-162P	0.92478703
AC018685.2	0.924827299
RP11-274B21.2	0.924827299
CTD-2515H24.3	0.924827299
RP11-686G8.2	0.924868843
TCF15	0.924981449
RNU6-450P	0.924981449
SPATS2L	0.925148535
RP11-654D12.2	0.925182702
OR2M5	0.925209927
HINT1	0.925236734
GALC	0.925281998
CERS4	0.925281998
ZMAT5	0.925281998
CMTR1	0.925281998
FLG	0.925281998
RP5-1053E7.2	0.925281998
RP13-198D9.3	0.925281998
RPL36AP45	0.925281998
RN7SL482P	0.925281998
RP11-115A14.1	0.925281998
RPL31P52	0.92541477
EXD2	0.925848024
ISCA1P6	0.925848024
RP11-300E4.2	0.925868158
AC113607.3	0.925874774
RP11-642P15.1	0.925970026
CELF3	0.926199361
RN7SL165P	0.926199361
CAMSAP2	0.926266554
CTD-2560K21.6	0.926266554
E4F1	0.926298406
SAA1	0.926298406
SUGT1P3	0.926298406
PABPC4	0.926496252
RP11-320N7.1	0.926496252
RP5-1007G16.1	0.926516238
TPM1	0.926531112
FBXO36-IT1	0.926531112
RP3-405J10.3	0.926531112
CTD-3131K8.3	0.926531112
PDE4A	0.926571274
CACNA1A	0.926571274
INTS4	0.926571274
RP11-48G14.2	0.926571274
RP1-134E15.3	0.926571274
CNTN1	0.92657273
NDUFB9	0.92657273
AC006296.2	0.92657273
RP11-15L13.4	0.926621722
LINC00391	0.926689883
AC092295.4	0.926828783
LINC00626	0.926881167
RP11-53O19.2	0.926881167
DCN	0.927013588
BRCA1	0.927013588
BHMT	0.927013588
AC067968.3	0.92705924
RP3-525L6.2	0.927080671
AC006026.13	0.927080671
PRRC2C	0.927081222
RNA5-8SP5	0.927081222
EIF4BP5	0.927081222
CACNG8	0.927123332
