HEIGHT(control)	P
KIAA0753	1.59E-13
TXNDC17	9.04E-14
MED31	1.12E-10
C17orf100	1.21E-06
SLC13A5	0.095617
XAF1	0.0089081
FBXO39	0.00094839
TEKT1	3.52E-10
ALOX12	0.050195
RNASEK	0.00014354
C17orf49	0.0032352
BCL6B	2.09E-07
SLC16A13	5.00E-10
SLC16A11	2.62E-06
CLEC10A	0.4895
ASGR2	0.00032529
ASGR1	0.45278
DLG4	0.00088497
ACADVL	0.049381
DVL2	0.00092381
PHF23	0.053879
GABARAP	0.005162
CTDNEP1	0.82253
ELP5	0.75347
CLDN7	1.36E-10
SLC2A4	0.75352
YBX2	0.0020805
EIF5A	5.00E-10
GPS2	5.00E-10
NEURL4	4.40E-16
ACAP1	4.21E-10
KCTD11	5.09E-09
TMEM95	0.00042048
TNK1	1.47E-07
PLSCR3	3.83E-06
TMEM256	0.0023844
NLGN2	5.79E-16
FGF11	1.57E-14
CHRNB1	5.00E-10
ZBTB4	5.00E-10
SLC35G6	5.00E-10
POLR2A	5.00E-10
TNFSF12	5.48E-10
TNFSF12-TNFSF13	2.79E-13
TNFSF13	5.00E-10
SENP3	2.75E-12
EIF4A1	5.00E-10
CD68	5.00E-10
MPDU1	2.83E-10
SOX15	0.0044545
FXR2	1.08E-08
SHBG	5.00E-10
SAT2	0.0045325
ATP1B2	5.00E-10
TP53	1.70E-15
WRAP53	2.33E-10
EFNB3	5.00E-10
DNAH2	1.21E-11
KDM6B	2.33E-12
TMEM88	0.77787
NAA38	3.22E-09
CYB5D1	1.99E-08
CHD3	3.69E-12
KCNAB3	4.24E-09
TRAPPC1	0.093343
CNTROB	1.03E-07
GUCY2D	7.38E-11
ALOX15B	0.035633
ALOX12B	0.00030685
ALOXE3	1.51E-15
HES7	2.04E-38
PER1	5.00E-10
VAMP2	5.00E-10
TMEM107	0.00024271
BORCS6	2.18E-14
AURKB	5.00E-10
CTC1	1.67E-15
PFAS	1.89E-15
SLC25A35	0.0002153
RANGRF	0.43027
ARHGEF15	1.97E-11
ODF4	9.20E-05
KRBA2	5.93E-05
RPL26	1.95E-06
RNF222	0.11981
NDEL1	0.18701
MYH10	0.015516
CCDC42	0.0013277
SPDYE4	0.19192
MFSD6L	0.13034
PIK3R6	0.061621
PIK3R5	0.22385
NTN1	2.55E-11
STX8	1.33E-12
CFAP52	0.10443
USP43	0.010908
DHRS7C	0.15496
GLP2R	4.31E-05
RCVRN	0.03122
GAS7	4.64E-12
MYH13	0.00013296
MYH8	0.00046282
MYH4	0.00028486
MYH1	0.000582
MYH2	0.00039749
MYH3	0.27006
SCO1	0.44442
ADPRM	0.28577
TMEM220	0.086635
PIRT	0.22218
SHISA6	0.0032357
DNAH9	1.18E-06
ZNF18	0.00055005
MAP2K4	3.61E-14
MYOCD	0.28193
ARHGAP44	0.20476
ELAC2	0.13323
HS3ST3A1	0.00042046
COX10	0.00097849
HS3ST3B1	0.019239
PMP22	0.52076
TEKT3	1.70E-06
CDRT4	0.2814
TVP23C-CDRT4	0.11832
TVP23C	0.21839
FBXW10B	0.10813
TRIM16	0.42551
ZNF286A	0.59536
TBC1D26	0.42075
ADORA2B	0.1212
ZSWIM7	0.057405
TTC19	0.022427
NCOR1	0.034897
PIGL	0.010029
CENPV	0.0046031
TRPV2	0.086693
LRRC75A	0.0042079
ZNF287	0.097911
ZNF624	0.5558
CCDC144A	0.55304
TBC1D27P	0.056521
TNFRSF13B	0.55616
MPRIP	0.012542
PLD6	0.034669
FLCN	0.00041601
COPS3	3.66E-08
NT5M	0.0097883
MED9	1.23E-12
PEMT	1.83E-13
RAI1	1.61E-11
SREBF1	0.0090076
TOM1L2	0.0038745
DRC3	6.96E-05
ATPAF2	2.02E-06
GID4	1.78E-05
DRG2	3.37E-10
MYO15A	5.00E-10
ALKBH5	1.80E-15
LLGL1	1.30E-15
FLII	1.52E-15
MIEF2	5.00E-10
TOP3A	5.72E-14
SMCR8	4.75E-15
SHMT1	1.33E-13
EVPLL	1.18E-10
ZNF286B	0.0012545
TRIM16L	3.78E-05
FBXW10	0.35067
TVP23B	0.050325
LOC101929141	8.71E-05
PRPSAP2	7.09E-07
SLC5A10	0.00085261
FAM83G	0.0048213
EPN2	0.079886
B9D1	0.056587
MAPK7	0.025493
MFAP4	3.03E-05
RNF112	0.040845
SLC47A1	6.57E-05
ALDH3A2	0.017681
SLC47A2	0.0038154
ALDH3A1	0.049616
ULK2	2.16E-06
AKAP10	0.012709
SPECC1	0.077757
CCDC144NL	0.011829
USP22	2.81E-05
DHRS7B	2.81E-11
TMEM11	2.89E-07
NATD1	5.00E-10
MAP2K3	2.47E-14
KCNJ12	5.00E-10
LINC02693	0.001556
WSB1	3.94E-16
KSR1	0.0001928
LGALS9	0.024179
NOS2	2.59E-08
LYRM9	0.072765
NLK	7.31E-05
TMEM97	2.20E-13
IFT20	0.0087774
TNFAIP1	3.60E-07
POLDIP2	5.13E-08
TMEM199	1.12E-08
SEBOX	6.79E-06
VTN	1.40E-12
SARM1	2.44E-11
SLC46A1	6.89E-07
SLC13A2	2.61E-09
FOXN1	1.04E-06
UNC119	0.042664
PIGS	5.11E-06
SPAG5	2.81E-05
RSKR	7.48E-12
BLTP2	0.0013696
SDF2	2.73E-06
SUPT6H	0.0002398
PROCA1	0.26075
RAB34	5.00E-10
NA	5.00E-10
RPL23A	0.81598
TLCD1	0.22991
NEK8	5.26E-05
TRAF4	0.14966
FAM222B	0.00018009
ERAL1	0.26142
FLOT2	0.016835
DHRS13	0.07266
PHF12	0.011091
SEZ6	0.00078707
PIPOX	0.27952
MYO18A	1.41E-08
CRYBA1	2.64E-07
NUFIP2	1.89E-13
TAOK1	6.96E-09
ABHD15	5.00E-10
TP53I13	6.86E-12
GIT1	1.41E-11
ANKRD13B	4.99E-14
CORO6	2.27E-14
SSH2	8.24E-16
EFCAB5	2.57E-15
NSRP1	9.22E-18
SLC6A4	3.55E-15
BLMH	3.68E-12
TMIGD1	5.32E-09
CPD	1.13E-12
GOSR1	1.67E-11
CRLF3	6.06E-15
ATAD5	3.17E-13
TEFM	0.19792
ADAP2	1.73E-15
RNF135	2.16E-10
NF1	5.00E-10
OMG	5.00E-10
EVI2B	5.00E-10
EVI2A	3.87E-10
RAB11FIP4	5.00E-10
COPRS	5.00E-10
UTP6	4.29E-10
SUZ12	5.00E-10
LRRC37B	5.00E-10
RHOT1	1.73E-15
RHBDL3	1.29E-12
C17orf75	2.78E-06
ZNF207	0.00017926
PSMD11	0.001694
CDK5R1	0.79658
MYO1D	2.10E-08
TMEM98	0.0073855
SPACA3	0.11779
ASIC2	7.93E-11
CCL2	0.26392
CCL7	0.15928
CCL11	0.3586
CCL8	0.46387
CCL1	0.42466
TMEM132E-DT	2.08E-09
TMEM132E	0.007121
CCT6B	0.50612
ZNF830	0.40945
LIG3	0.64569
RFFL	0.85936
RAD51D	0.87751
FNDC8	0.96949
NLE1	0.6186
UNC45B	0.015496
SLC35G3	0.00062171
SLFN5	0.029719
SLFN11	0.33237
SLFN12	0.00014661
SLFN13	0.027778
SLFN12L	0.041153
SLFN14	0.00033012
PEX12	0.0026509
AP2B1	0.0042983
RASL10B	0.017351
GAS2L2	4.87E-05
MMP28	3.52E-08
TAF15	2.50E-09
HEATR9	3.88E-10
CCL5	1.35E-08
RDM1	2.42E-10
LYZL6	5.00E-10
CCL16	0.00040308
CCL14	0.011216
CCL15	6.42E-05
CCL23	0.00022687
CCL18	0.29151
ZNHIT3	0.36736
MYO19	0.011323
PIGW	0.83331
GGNBP2	0.090305
DHRS11	0.14861
MRM1	0.2048
LHX1	0.042128
AATF	0.010057
ACACA	1.63E-06
C17orf78	0.055313
TADA2A	0.29927
DUSP14	0.14891
SYNRG	0.47903
DDX52	0.022248
HNF1B	0.0026774
MRPL45	0.024777
GPR179	0.005288
SOCS7	0.038692
ARHGAP23	0.00063179
SRCIN1	1.05E-05
MLLT6	2.82E-09
CISD3	8.82E-13
PCGF2	8.59E-16
PSMB3	2.91E-14
PIP4K2B	5.00E-10
CWC25	9.51E-16
C17orf98	5.62E-13
RPL23	1.51E-46
LASP1	6.34E-11
FBXO47	6.81E-05
PLXDC1	2.05E-07
ARL5C	0.0022256
CACNB1	0.0016083
RPL19	0.60943
STAC2	7.14E-06
LOC101929578	5.29E-24
FBXL20	7.77E-14
MED1	1.10E-14
CDK12	1.17E-13
PPP1R1B	6.50E-12
STARD3	2.53E-15
TCAP	5.00E-10
PNMT	0.0070889
PGAP3	4.00E-08
ERBB2	5.53E-11
GRB7	0.01711
IKZF3	6.75E-05
ZPBP2	4.66E-07
GSDMB	0.00067565
ORMDL3	2.60E-05
NA	1.66E-06
LRRC3C	1.84E-15
GSDMA	2.69E-13
PSMD3	1.56E-11
CSF3	4.22E-11
MED24	1.38E-13
THRA	4.47E-06
NR1D1	6.95E-16
MSL1	0.00038663
CASC3	2.45E-07
RAPGEFL1	5.00E-10
WIPF2	0.0059244
CDC6	0.0087647
RARA	1.43E-15
GJD3	0.18174
TOP2A	1.63E-12
IGFBP4	9.19E-11
TNS4	1.56E-15
CCR7	0.078193
SMARCE1	0.96628
KRT222	0.31705
KRT24	0.99475
KRT25	0.76185
KRT26	0.87748
KRT27	0.7165
KRT28	0.54505
KRT10-AS1	0.32605
KRT12	0.71227
KRT20	0.59106
KRT23	0.2032
KRT39	0.62091
KRT40	0.48047
KRTAP3-3	0.020712
KRTAP1-5	0.064065
KRTAP1-3	0.80777
KRTAP4-6	0.14583
KRTAP4-2	0.30852
KRTAP4-1	0.36509
KRTAP9-1	0.36847
KRTAP9-2	0.53447
KRTAP29-1	0.48305
KRTAP17-1	0.34867
KRT33A	0.18793
KRT34	0.040708
KRT31	0.46434
KRT37	0.16641
KRT38	0.024664
KRT32	0.043231
KRT35	0.50073
KRT36	0.77514
KRT13	0.50836
KRT15	0.76673
KRT19	0.64128
KRT9	0.32564
KRT14	0.72258
KRT16	0.0076697
HAP1	0.034143
JUP	0.032686
P3H4	0.094259
FKBP10	7.53E-05
NT5C3B	0.036181
KLHL10	0.84886
KLHL11	0.019384
ACLY	0.0020066
ODAD4	0.00035776
CNP	8.14E-06
DNAJC7	0.0026822
NKIRAS2	0.65529
ZNF385C	0.0050435
DHX58	1.04E-10
KAT2A	4.10E-11
HSPB9	3.30E-18
RAB5C	2.03E-14
KCNH4	0.16672
HCRT	0.61169
STAT5B	1.63E-09
STAT5A	5.20E-08
STAT3	2.45E-15
CAVIN1	6.44E-16
ATP6V0A1	1.71E-15
NAGLU	2.21E-08
HSD17B1	5.00E-10
COASY	5.00E-10
MLX	5.00E-10
PSMC3IP	5.00E-10
RETREG3	5.00E-10
TUBG1	3.90E-37
TUBG2	5.00E-10
PLEKHH3	5.00E-10
CNTNAP1	1.56E-10
EZH1	5.00E-10
RAMP2	0.74217
VPS25	0.006747
WNK4	0.28284
CNTD1	0.33594
BECN1	0.0015418
PSME3	0.097691
AOC2	0.5577
AOC3	0.00051372
G6PC1	0.026935
AARSD1	0.02419
PTGES3L-AARSD1	0.015449
PTGES3L	0.015528
RUNDC1	0.077964
RPL27	0.03357
IFI35	0.093891
VAT1	0.0015943
RND2	0.53297
BRCA1	0.051188
NBR1	0.12011
TMEM106A	0.55703
ARL4D	1.30E-07
DHX8	5.50E-07
ETV4	1.86E-07
MEOX1	0.012421
SOST	5.34E-06
DUSP3	1.21E-11
CFAP97D1	0.013042
MPP3	8.95E-16
CD300LG	5.82E-09
MPP2	0.00021893
PPY	1.29E-05
PYY	7.44E-09
NAGS	9.18E-05
TMEM101	0.00030297
LSM12	7.80E-07
G6PC3	0.064996
HDAC5	3.85E-05
HROB	0.020125
ASB16	0.048354
TMUB2	0.00010228
ATXN7L3	0.081813
UBTF	0.056211
SLC4A1	1.39E-08
RUNDC3A	0.40643
SLC25A39	0.28096
GRN	2.55E-06
FAM171A2	0.00037729
ITGA2B	0.00048765
GPATCH8	0.0037532
FZD2	6.78E-06
MEIOC	2.71E-12
CCDC43	0.10928
DBF4B	1.25E-18
ADAM11	1.52E-15
GJC1	1.44E-10
HIGD1B	1.03E-08
EFTUD2	1.80E-16
CCDC103	6.97E-15
GFAP	7.06E-16
KIF18B	1.68E-15
C1QL1	3.29E-12
DCAKD	1.00E-15
NMT1	5.00E-10
PLCD3	5.00E-10
ACBD4	5.00E-10
HEXIM1	8.80E-11
HEXIM2	2.06E-10
FMNL1	6.77E-05
SPATA32	1.64E-06
MAP3K14	1.81E-15
ARHGAP27	1.38E-15
PLEKHM1	5.00E-10
CRHR1	5.69E-15
SPPL2C	5.00E-10
MAPT	7.09E-16
KANSL1	2.28E-15
LRRC37A	9.46E-10
ARL17B	4.96E-11
NSF	1.58E-15
WNT3	1.18E-11
WNT9B	1.53E-11
GOSR2	1.43E-09
CDC27	1.84E-16
MYL4	5.08E-08
ITGB3	1.18E-16
EFCAB13	2.13E-15
NPEPPS	8.40E-11
KPNB1	5.00E-10
TBKBP1	5.00E-10
TBX21	0.0003934
OSBPL7	1.59E-11
MRPL10	2.07E-12
LRRC46	5.24E-15
SCRN2	6.05E-13
SP6	2.01E-14
SP2	1.36E-09
PNPO	5.00E-10
PRR15L	1.74E-11
CDK5RAP3	5.04E-05
COPZ2	5.00E-10
NFE2L1	5.00E-10
CBX1	1.65E-13
SNX11	5.00E-10
SKAP1	3.27E-14
HOXB1	2.61E-06
HOXB2	6.62E-05
HOXB3	3.61E-15
HOXB4	8.74E-07
HOXB5	7.50E-11
HOXB6	3.44E-13
HOXB7	9.77E-12
HOXB8	0.0069903
HOXB9	1.21E-05
LOC101060400	1.67E-13
PRAC1	2.53E-29
HOXB13	4.36E-37
TTLL6	1.23E-13
CALCOCO2	8.18E-16
ATP5MC1	5.00E-10
UBE2Z	5.00E-10
SNF8	5.00E-10
GIP	5.00E-10
IGF2BP1	5.00E-10
B4GALNT2	3.35E-17
GNGT2	5.00E-10
ABI3	7.55E-16
PHOSPHO1	1.25E-10
ZNF652	6.50E-11
PHB1	4.07E-17
NGFR	9.41E-06
NXPH3	1.37E-05
SPOP	1.81E-07
SLC35B1	0.0048707
FAM117A	2.97E-09
KAT7	4.11E-05
TAC4	2.32E-06
DLX4	0.02241
DLX3	0.0041055
ITGA3	0.016728
PDK2	0.0020489
SAMD14	0.00012286
PPP1R9B	0.5319
SGCA	1.91E-05
COL1A1	1.57E-07
TMEM92	8.30E-05
XYLT2	4.57E-10
MRPL27	0.0077126
EME1	0.0007092
LRRC59	8.11E-09
ACSF2	0.096419
CHAD	0.054856
RSAD1	0.66049
MYCBPAP	0.10224
EPN3	0.0074873
SPATA20	1.40E-05
CACNA1G	0.00035956
ABCC3	0.056234
ANKRD40	0.1114
LUC7L3	0.14797
WFIKKN2	2.37E-07
TOB1	2.27E-05
SPAG9	0.07533
NME1-NME2	1.87E-17
NME1	3.22E-12
NME2	1.28E-11
MBTD1	4.09E-13
UTP18	4.53E-09
CA10	3.51E-05
KIF2B	0.19659
TOM1L1	3.08E-11
COX11	1.25E-11
STXBP4	2.59E-11
HLF	4.01E-07
MMD	0.014399
TMEM100	0.89633
PCTP	7.57E-08
ANKFN1	5.00E-10
C17orf67	5.00E-10
DGKE	5.00E-10
TRIM25	5.82E-07
COIL	0.30214
SCPEP1	0.3376
AKAP1	0.037977
MSI2	1.28E-15
CCDC182	0.69376
MRPS23	0.31429
CUEDC1	0.0011531
VEZF1	4.68E-09
SRSF1	0.41633
DYNLL2	8.88E-06
OR4D1	0.80692
OR4D2	0.037351
EPX	0.00016367
MKS1	2.65E-05
LPO	0.00017867
MPO	0.1479
TSPOAP1	0.010458
SUPT4H1	8.83E-13
RNF43	1.42E-13
HSF5	1.69E-15
MTMR4	5.00E-10
SEPTIN4	7.62E-16
NA	5.00E-10
TEX14	8.64E-14
RAD51C	1.18E-10
PPM1E	6.74E-16
TRIM37	1.60E-15
SKA2	2.25E-16
PRR11	5.42E-13
SMG8	7.06E-10
GDPD1	2.97E-08
YPEL2	0.42693
DHX40	0.00014398
CLTC	1.86E-05
PTRH2	1.08E-05
VMP1	8.91E-09
TUBD1	1.21E-07
RPS6KB1	8.44E-10
RNFT1	1.62E-09
HEATR6	1.35E-05
CA4	0.00018779
USP32	2.13E-07
CHCT1	1.26E-07
APPBP2	0.040317
PPM1D	0.6214
BCAS3	1.24E-13
LOC101927855	8.22E-06
TBX2	5.00E-10
LINC02875	5.00E-10
TBX4	5.00E-10
BRIP1	8.22E-06
INTS2	1.15E-14
MED13	2.16E-15
EFCAB3	0.01152
METTL2A	0.0065967
TLK2	9.56E-12
MRC2	1.52E-15
MARCHF10	0.00022133
TANC2	3.15E-05
CYB561	7.85E-07
ACE	1.22E-10
KCNH6	1.88E-15
DCAF7	1.14E-12
TACO1	0.46093
MAP3K3	5.00E-10
STRADA	3.16E-15
CCDC47	1.73E-13
DDX42	2.09E-15
FTSJ3	2.05E-05
PSMC5	5.00E-10
SMARCD2	5.00E-10
GH2	1.00E-50
CD79B	5.00E-10
SCN4A	4.26E-15
PRR29	5.71E-07
ICAM2	0.68027
ERN1	1.67E-14
TEX2	3.36E-13
PECAM1	9.13E-06
MILR1	0.049354
POLG2	8.53E-11
DDX5	3.88E-16
CEP95	0.068222
SMURF2	1.99E-06
GNA13	1.93E-06
RGS9	2.39E-09
AXIN2	5.00E-10
CEP112	1.18E-15
APOH	1.51E-15
PRKCA	6.95E-19
CACNG5	0.73224
CACNG4	0.00016522
CACNG1	2.58E-08
HELZ	2.70E-11
HELZ-AS1	3.60E-05
PSMD12	0.000497
PITPNC1	2.37E-13
NOL11	0.00055568
BPTF	7.37E-17
C17orf58	5.00E-10
KPNA2	5.00E-10
AMZ2	1.75E-15
ARSG	6.18E-14
SLC16A6	2.59E-12
WIPI1	9.91E-14
PRKAR1A	1.11E-08
FAM20A	2.78E-15
ABCA8	0.0022897
ABCA9	2.17E-05
ABCA6	5.88E-07
ABCA10	1.76E-05
ABCA5	4.02E-05
MAP2K6	5.00E-10
KCNJ16	1.19E-15
KCNJ2	5.00E-10
SOX9	0.50153
SLC39A11	9.54E-07
SSTR2	3.32E-16
COG1	0.23403
FAM104A	0.2707
C17orf80	0.62721
CPSF4L	0.28378
CDC42EP4	0.005862
SDK2	0.032271
LOC100134391	0.95504
RPL38	0.38644
TTYH2	0.00015402
DNAI2	0.0023879
KIF19	0.016659
BTBD17	0.14842
GPR142	0.0033589
GPRC5C	0.74632
CD300A	0.20684
CD300LB	0.047247
CD300C	0.024784
CD300H	0.083635
CD300LD	0.96227
CD300LD-AS1	0.98326
LOC101928343	0.92081
CD300E	0.44249
RAB37	0.35741
CD300LF	0.65995
NHERF1	0.15513
NAT9	0.14764
TMEM104	0.0035313
GRIN2C	0.082813
FDXR	0.042624
FADS6	0.12143
USH1G	0.0065103
OTOP2	0.0012416
OTOP3	0.075549
HID1	0.094484
CDR2L	0.0083229
MRPL58	0.00017858
ATP5PD	0.0070533
KCTD2	0.0017187
SLC16A5	0.0067063
ARMC7	2.81E-09
JPT1	5.00E-10
SUMO2	4.53E-05
NUP85	0.0098821
GGA3	1.66E-06
MRPS7	1.40E-10
MIF4GD	0.87838
SLC25A19	3.18E-16
GRB2	1.40E-11
TMEM94	1.78E-05
CASKIN2	1.72E-06
TSEN54	4.44E-07
LLGL2	0.0028873
RECQL5	1.47E-10
SMIM5	1.18E-10
SMIM6	0.28314
SAP30BP	2.42E-10
ITGB4	2.74E-06
GALK1	5.59E-07
H3-3B	0.000903
UNK	3.13E-05
UNC13D	0.00022061
WBP2	8.69E-05
TRIM47	5.41E-05
TRIM65	7.79E-06
MRPL38	3.70E-06
FBF1	2.82E-07
ACOX1	2.73E-06
TEN1	0.99317
CDK3	0.13041
EVPL	0.092903
SRP68	0.0069152
ZACN	0.0052041
EXOC7	0.070828
FOXJ1	3.21E-06
RNF157	5.25E-14
UBALD2	1.98E-05
QRICH2	0.0012232
PRPSAP1	2.94E-06
SPHK1	0.00020452
UBE2O	0.0012582
AANAT	0.0060429
RHBDF2	0.043922
CYGB	0.086803
PRCD	0.17188
ST6GALNAC2	0.13791
ST6GALNAC1	0.55893
MXRA7	0.0038541
JMJD6	0.00018442
METTL23	0.82834
SRSF2	0.57408
MFSD11	0.64613
MGAT5B	0.00081638
SEC14L1	0.02182
SEPTIN9	5.00E-10
NA	0.7794
TNRC6C	1.31E-07
TMC6	1.53E-06
TMC8	1.41E-06
C17orf99	1.45E-15
SYNGR2	1.60E-12
TK1	1.56E-15
AFMID	8.86E-15
BIRC5	4.71E-08
TMEM235	5.51E-08
SOCS3	9.73E-08
PGS1	2.20E-15
DNAH17	1.03E-12
CYTH1	5.72E-16
USP36	5.00E-10
TIMP2	4.76E-15
CEP295NL	1.42E-15
LGALS3BP	0.00086459
CANT1	9.03E-05
C1QTNF1	3.24E-12
ENGASE	3.49E-08
RBFOX3	5.23E-06
ENPP7	0.052739
CBX2	9.72E-06
CBX8	0.0018183
CBX4	0.057505
TBC1D16	0.00015297
CCDC40	4.83E-06
GAA	0.0032339
EIF4A3	0.0011293
CARD14	0.0045349
SGSH	0.090325
SLC26A11	0.047342
RNF213	0.00078589
ENDOV	0.10479
NPTX1	0.028831
RPTOR	0.01581
CHMP6	0.41416
BAIAP2	5.49E-12
AATK	2.92E-16
CEP131	0.0002038
TEPSIN	5.21E-05
NDUFAF8	5.67E-06
SLC38A10	0.0046699
TMEM105	0.032732
LINC03048	1.88E-36
BAHCC1	2.13E-14
ACTG1	6.62E-07
FSCN2	1.47E-15
FAAP100	0.00037534
NPLOC4	0.31367
TSPAN10	0.073576
PDE6G	0.094665
CCDC137	0.48955
ARL16	0.3043
HGS	0.075555
MRPL12	0.49558
SLC25A10	0.057966
P4HB	0.48538
ARHGDIA	0.58495
PCYT2	0.26534
MYADML2	1.24E-08
NOTUM	5.00E-10
ASPSCR1	2.66E-11
CENPX	5.00E-10
LRRC45	0.074536
RAC3	0.018953
DCXR	0.03377
RFNG	3.23E-14
GPS1	0.42251
DUS1L	5.00E-10
FASN	1.01E-15
CCDC57	2.36E-15
SLC16A3	1.45E-13
CSNK1D	0.009044
SECTM1	0.15584
TEX19	0.33051
UTS2R	0.28725
OGFOD3	0.13221
HEXD	0.36746
CYBC1	0.00077271
NARF	0.015561
FOXK2	4.63E-14
WDR45B	0.33957
RAB40B	0.083243
LOC101929552	0.4157
FN3KRP	3.73E-11
FN3K	5.00E-10
TBCD	6.25E-10
ZNF750	1.54E-09
B3GNTL1	1.93E-07
METRNL	0.079898
USP14	1.79E-15
THOC1	1.70E-15
COLEC12	3.48E-13
CETN1	0.26149
CLUL1	0.0023447
TYMSOS	0.087034
TYMS	0.05393
ENOSF1	0.1906
YES1	0.069017
ADCYAP1	0.072668
METTL4	0.10886
NDC80	0.46877
SMCHD1	2.09E-15
EMILIN2	0.4295
LPIN2	0.027516
MYOM1	0.59935
MYL12A	8.99E-08
MYL12B	9.78E-07
TGIF1	0.0093266
DLGAP1	7.16E-14
AKAIN1	4.11E-15
ZBTB14	0.98848
EPB41L3	5.46E-06
TMEM200C	0.087523
L3MBTL4	0.15027
ARHGAP28	0.053491
LAMA1	0.18485
PTPRM	9.88E-10
RAB12	0.17237
MTCL1	0.0036465
NDUFV2	0.00018448
ANKRD12	0.00019097
TWSG1	0.11224
RALBP1	0.0001178
PPP4R1	2.44E-05
RAB31	0.0014457
TXNDC2	0.61703
VAPA	0.43507
APCDD1	8.27E-08
NAPG	0.36739
NA	0.6354
PIEZO2	2.39E-09
GNAL	0.0090476
CHMP1B	0.43906
MPPE1	0.010464
IMPA2	5.00E-10
ANKRD62	0.77103
CIDEA	0.00047698
TUBB6	0.17489
AFG3L2	0.14803
PRELID3A	0.084703
SPIRE1	3.63E-07
PSMG2	0.0027447
CEP76	0.0030319
PTPN2	1.30E-10
SEH1L	1.66E-16
CEP192	5.00E-10
LDLRAD4	4.94E-12
FAM210A	0.11967
RNMT	0.079944
MC5R	0.0024868
MC2R	0.051204
ZNF519	0.31758
ANKRD30B	0.032378
ROCK1	0.078086
GREB1L	1.08E-07
ESCO1	9.04E-08
SNRPD1	5.62E-06
ABHD3	8.83E-10
MIB1	3.53E-09
GATA6	0.00091794
CTAGE1	1.35E-06
RBBP8	5.00E-10
CABLES1	1.08E-15
TMEM241	5.00E-10
RIOK3	9.53E-16
RMC1	5.00E-10
NPC1	5.00E-10
ANKRD29	1.11E-10
LAMA3	1.62E-12
TTC39C	2.14E-08
CABYR	0.012314
OSBPL1A	4.67E-06
IMPACT	0.018012
HRH4	8.37E-05
ZNF521	2.48E-15
SS18	1.08E-13
PSMA8	5.39E-15
TAF4B	0.0025411
KCTD1	6.27E-06
AQP4	0.22221
CHST9	2.41E-05
CDH2	0.00041585
DSC3	0.14915
DSC2	0.57039
DSC1	0.71996
DSG1	0.64703
DSG4	0.51909
DSG3	0.079133
DSG2	0.62796
TTR	0.06762
B4GALT6	0.13925
TRAPPC8	0.056375
RNF125	4.86E-05
RNF138	2.87E-07
MEP1B	8.76E-08
GAREM1	6.98E-06
KLHL14	0.37042
CCDC178	1.79E-05
ASXL3	0.030198
NOL4	6.33E-11
DTNA	0.045586
MAPRE2	0.00044965
ZNF397	0.00050912
ZSCAN30	0.00054953
ZNF24	9.21E-05
ZNF396	0.00010468
INO80C	5.00E-10
GALNT1	8.70E-06
C18orf21	0.047254
RPRD1A	0.0034184
SLC39A6	0.00020184
ELP2	0.00024884
MOCOS	6.33E-05
FHOD3	5.66E-12
TPGS2	6.38E-07
KIAA1328	0.00041756
CELF4	2.09E-05
PIK3C3	0.28319
RIT2	1.50E-05
SYT4	0.00031283
SETBP1	8.00E-12
SLC14A2	1.01E-17
SLC14A1	0.11658
SIGLEC15	0.00081788
EPG5	9.90E-05
PSTPIP2	0.21478
ATP5F1A	0.16123
HAUS1	0.49301
ARK2N	0.27731
ARK2C	0.11931
LOXHD1	0.19851
ST8SIA5	0.0099534
PIAS2	2.72E-05
KATNAL2	5.89E-13
ELOA2	4.34E-05
HDHD2	2.00E-15
IER3IP1	1.69E-14
SKOR2	2.41E-15
SMAD2	0.018566
ZBTB7C	2.40E-15
CTIF	5.00E-10
SMAD7	1.48E-13
DYM	8.85E-17
C18orf32	5.00E-10
RPL17-C18orf32	1.35E-15
RPL17	6.93E-12
LIPG	8.06E-17
ACAA2	0.050499
MYO5B	0.010596
CFAP53	0.010111
MBD1	7.69E-05
CXXC1	2.41E-07
SKA1	0.2324
MAPK4	0.0023253
MRO	0.58121
ME2	6.37E-09
ELAC1	0.00010349
SMAD4	0.00035393
MEX3C	4.29E-07
DCC	1.95E-19
MBD2	5.91E-09
POLI	0.095514
STARD6	7.89E-05
C18orf54	0.0017012
DYNAP	0.37073
RAB27B	0.0074712
CCDC68	0.035435
TCF4	1.92E-15
TXNL1	0.96603
WDR7	0.21259
BOD1L2	0.023062
ST8SIA3	4.47E-12
ONECUT2	0.072672
FECH	0.053284
NARS1	0.40211
ATP8B1-AS1	0.05701
ATP8B1	0.14144
NEDD4L	0.00076783
ALPK2	0.00139
MALT1-AS1	0.0040079
MALT1	0.0026416
ZNF532	1.58E-07
SEC11C	0.30151
GRP	6.44E-06
RAX	1.32E-12
CPLX4	1.38E-07
LMAN1	4.79E-09
CCBE1	9.12E-08
PMAIP1	0.07614
MC4R	0.00033873
CDH20	0.030104
RNF152	0.023902
PIGN	0.013017
RELCH	0.0042565
TNFRSF11A	2.50E-14
ZCCHC2	0.00051435
PHLPP1	0.0010331
BCL2	5.09E-09
KDSR	1.39E-11
VPS4B	0.12189
SERPINB5	0.010641
SERPINB12	0.7867
SERPINB13	0.91803
SERPINB4	0.64793
SERPINB3	0.66843
SERPINB11	0.56294
SERPINB7	0.56358
SERPINB2	0.7338
SERPINB10	0.59362
HMSD	0.086156
SERPINB8	0.17925
